Name,Year,ProgramName,Discipline,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,,,,,,,
25f9977a1a5992c9bbba528c4e5dcf9a,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,
905c45fe17f2ab027a0bc9b2c0053a1e,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
ef2b6e8f17b087d0db83f6a869cdd6cc,1731,Ph.D,Materials Science & Engineering, MSE 799 ,,,,,,,,,,,,,,,
899df7e9922c951a9b6afa23df151eab,1751,M.Sc,Chemistry, CH 629 , CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,,,,,,,
8fedac38740839e09ee786579ce404f3,1431,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
8c8ff1621cb4f4c4c01d60194edab227,1751,M.Sc,Chemistry, CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,,,,,,,,
67a1e7a05c9462db8e85efa9ac039ed7,1511,B.Tech,Electrical Engineering, EE 609 , ES 616 , HS 111 , ES 641 , HS 515 , HS 421 ,,,,,,,,,,
ccb5cb7ce1e30a7d691a6a805e650252,1351,Ph.D,Mathematics, MA 799 , IN 791, MA 629 ,,,,,,,,,,,,,
aa49a0192585704ec40ef7eeebac93fb,1831,Ph.D,Humanities and Social Science, HS 507, CG 604, HS 517 , FP 602 ,,,,,,,,,,,,
b19a52192847560c62675f4f1c8b0870,1821,M.Tech,Civil Engineering, ES 622 , MA 602 , CE 602 , CE 629 ,,,,,,,,,,,,
843a798dd328fd7f9b8f7b7669b57b14,1825,M.Tech,Electrical Engineering, MA 602 , EE 699 , EE 651 , ES 215 ,,,,,,,,,,,,
2def020e439c7453ad33a12d9ed226da,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,
75bcd10d21b56f55f0df9e8148a3495d,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , HS 201 , MA 202 ,ES 216,,,,,,,,,,,
1fa14a96789a2f2d772acc6ef3a08441,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
a5607be35c5a267c445a7950dd8f85f5,1231,Ph.D,Humanities and Social Science, IN 700 ,,,,,,,,,,,,,,,
06a7f78eb192591190959d97a0c6bcdf,1511,B.Tech,Mechanical Engineering, CH 301 , CH 502 , HS 642 , CH 517 , HS 514 , HS 104(R) , HS 223 ,,,,,,,,,
f14d61f855c155b47347991fa3db0790,1751,M.Sc,Cognitive Sciences, CG 501 , CG 599C , CG 599D , CG 603 , HS 223 , FP 602 ,,,,,,,,,,
6293c07ec70cddabbe1972545728523b,1611,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , CE 403 , CE 309 , CH 517 , CE 631 ,,,,,,,
b8adde95c4593e66da54ddb25af15503,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
ca92c08af09d2646216ab56706a63748,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,,,,,,,,
250727795a0add4f284d3dcea292084f,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
7cda7d8dbd0abce77985c344ff38358c,1731,Ph.D,Mathematics, MA 605 , MA 629 , FP 602 ,,,,,,,,,,,,,
6b4f65e4cbcc1b28c3b71240cd62ebc8,1852,M.A,Humanities and Social Science, HS 644 , HS 599(A) , HS 513 , FP 602 , HS 421 ,,,,,,,,,,,
107564e14cf6248d6cd812336a8f295d,1831,Ph.D,Physics, IN 792 , PH 607 , PH 798 , IN 791 , FP 602 , PH 615 ,,,,,,,,,,
d96b43a347ea285710cb07bfb3d47d14,1831,Ph.D,Civil Engineering, CE 605 , IN 792 , CE 798 , ES 652 , FP 602 ,,,,,,,,,,,
7638366a15dfcd1665c8564f415082e0,1821,M.Tech,Electrical Engineering, EE 609 , ES 615 , MA 602 , HS 421 ,,,,,,,,,,,,
829485f9c1adf492b3d6d7bdd06c014a,1511,B.Tech,Electrical Engineering, CH 301 , HS 103 , CH 517 , HS 515 , BE 402 ,,,,,,,,,,,
99b81615e1d9f9fe73e3e0cab1e2d4c9,1731,Ph.D,Mechanical Engineering, ME 799 , ME 640 , ES 648 ,,,,,,,,,,,,,
a23edbc0a1fb49f9347b4f04a3aaa277,1751,M.Sc,Mathematics, MA 510 , MA 602 , MA 599 , MA 623 , Ma 624 , FP 602 ,,,,,,,,,,
1c34bcb8b9f55e21c93cddac96d87600,1852,M.A,Humanities and Social Science, CH 517 , HS 499 , HS 644 , HS 599(A) , HS 513 , FP 602 ,,,,,,,,,,
6c9a8100185db0c1a96abbe3a342d9ca,1331,Ph.D,Materials Science & Engineering, MSE 799 ,,,,,,,,,,,,,,,
f3dc702233c5d06eedc5fb45afbd5941,1411,B.Tech,Chemical Engineering, ES 212 , HS 201 , HS 515 ,,,,,,,,,,,,,
ca1e0294937d16234bc7ad097db27137,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,,,,,,,,
54dbd1c85abc730f427290f60d3ab690,1611,B.Tech,Materials Science & Engineering, CH 517 , MSE 352 , MSE 399 , MSE 307 , MSE 302(N) , MS 304 ,,,,,,,,,,
47c7705f79caccbaf57a16dbd13ab073,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
9e7ed4bb83d4685c9010380ac479b388,1431,Ph.D,Physics, PH 799 ,,,,,,,,,,,,,,,
3c8f1acb72bad1d23d23ef5dc909ce09,1611,B.Tech,Comp Science & Engg, CH 301 , ES 301 , EH 608 , ES 215 , ES 214 , BE 402 ,,,,,,,,,,
1527f69c9fc486377743c89ba3e44df8,1721,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
818bbd6ea00d04c1858faf25b43723ae,1611,B.Tech,Mechanical Engineering, ES 104 , ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , CH 517 ,,,,,,,,,
df65978738332bc4521dfb1390148274,1721,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
9276bf261aab5cd36407caf3669d1021,1835,Ph.D,Civil Engineering, CE 613 , CE 622 , ES 622 , MA 602 , CE 798 , CE 799 ,,,,,,,,,,
baf8e114e6c83926c2d431b4721dab13,1411,B.Tech,Chemical Engineering, CL 324 , CL 352 , CL 604 , ES 106 , ES 634 , CL 499 ,,,,,,,,,,
3b55f1def3f116d3f850f4f44e667ab8,1711,B.Tech,Mechanical Engineering, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ES 214 ,,,,,,,,,,
aa53ecba0a0c42a71ad11418ca7710f6,1531,Ph.D,Mathematics, MA 799 ,,,,,,,,,,,,,,,
16f7154f38a374d283d21cedd26477d7,1711,B.Tech,Electrical Engineering, EE 331 , ES 105 , ES 202 , HS 201 , MA 202 ,ES 216,,,,,,,,,,
927a66922541ce5448314fcf222109e9,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
5e8d73ceb4986e4af1089d52683010e5,1511,B.Tech,Civil Engineering, CH 301 , HS 103 , CH 517 , CH 499 , HS 223 , BE 402 , HS 421 ,,,,,,,,,
2fc9697f28bfd30cecf7f64fafa4442d,1821,M.Tech,Civil Engineering, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,,,,,,,,
64e5ee9d5b75175e05b0b86ff8f09c5e,1831,Ph.D,Materials Science & Engineering, IN 791, MSE 628  , IN 791 , FP 602 ,,,,,,,,,,,,
a5878e07c4a828f22493f12eb2be56df,1431,Ph.D,Chemistry, IN 792 , CH 799 ,,,,,,,,,,,,,,
504459c88597536d222a7bacd9106bd0,1752,M.A,Humanities and Social Science, CH 499 , HS 599(A) , HS 599(B) , HS 599(C) , MA 632 ,,,,,,,,,,,
77b1d938e84d490b795741b6b4f19066,1511,B.Tech,Mechanical Engineering, CH 301 , HS 103 , HS 111 , IN 302 , ME 626 , HS 514 , BE 402 ,,,,,,,,,
0a9e48d90095731c9933420f3886e7d1,1531,Ph.D,Chemistry, CH 799 ,,,,,,,,,,,,,,,
c4b383123ca0f76ccc062d10a396a4f8,1431,Ph.D,Cognitive Sciences, CG 799 ,,,,,,,,,,,,,,,
7843ef8dd4443e370eb76a9cbbd3a048,1711,B.Tech,Mechanical Engineering, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ME 399 ,,,,,,,,,,
e038be3c4ee5d5f4ce57b877177311b2,1821,M.Tech,Materials Science & Engineering, MSE 626 , MSE 699 , CH 517 , CH 632 , MS 304 ,,,,,,,,,,,
ae9a3717d30390f7f449a3481a0cd72c,1431,Ph.D,Electrical Engineering, EE 799 , EE 798 ,,,,,,,,,,,,,,
ae96579ef340ad6dc2e11f5477918188,1411,B.Tech-M.Sc Dual Degree,Mathematics, MA 502 , MA 602 , MA 599 , MA 629 ,,,,,,,,,,,,
4ef960ab834d7b5ca8a18760a58cff95,1751,M.Sc,Cognitive Sciences, HS 151 , CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,,,,,,,
76671495bdbcbab6bd5e1f8ebd108b53,1531,Ph.D,Cognitive Sciences, CG 799 ,,,,,,,,,,,,,,,
af3cc43a33ac889d96f33d397d0ed6b9,1611,B.Tech,Electrical Engineering, EE 333 , EE 341 , ES 301 , ES 332 , MS 204 ,,,,,,,,,,,
05c1123868ce487d206e1a75c4abd98d,1821,M.Tech,Materials Science & Engineering, MSE 626 , MSE 628  , CH 517 , CH 632 ,,,,,,,,,,,,
b0ed135771c416d8ff0480380f9093bb,1611,B.Tech,Comp Science & Engg, CS 399 , HS 508 , HS 514 ,,,,,,,,,,,,,
e6098d59c991837dbdd15e2b7c1e1ae5,1831,Ph.D,Chemical Engineering, CL 602 , CL 604 , HS 305 , IN 792 , FP 602 ,,,,,,,,,,,
daf362be3dab4d912d034212d641305a,1751,M.Sc,Physics, PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 , PH 614 ,,,,,,,,,,
434fbf1bca8952029f9b654af568d8ba,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
c94c97521ea483166188c7a8f77edc2c,1531,Ph.D,Physics, PH 799 ,,,,,,,,,,,,,,,
9c84dedb8dead54a9449d3802c22424f,1311,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 307 , HS 508 , HS 514 ,,,,,,,,,,,
ec43c8b653d4bebf89d7487d88c9bc69,1721,M.Tech,Chemical Engineering, CL 699 ,,,,,,,,,,,,,,,
f947863162d6dbb76910e72d13d5f29b,1435,Ph.D,Comp Science & Engg, CS 799 ,,,,,,,,,,,,,,,
f6297c601cd97b7e45c6b66608e99c0b,1821,M.Tech,Electrical Engineering, MA 602 , EE 699 , ES 637 , ES 654 ,,,,,,,,,,,,
2a3a84daeb1f67ef2cdcdd29f3da12de,1752,M.A,Humanities and Social Science, HS 599(A) , HS 599(B) , HS 599(C) , HS 515 , EH 608 , MA 632 ,,,,,,,,,,
7ffd6d70727f1e70c119b900a9457a35,1821,M.Tech,Civil Engineering, ES 622 , MA 602 , CE 602 , CE 629 ,,,,,,,,,,,,
dd73657a9198ddcf86d9dfd59749c959,1611,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 306 , CE 307 , CE 403 , CE 309 , HS 642 ,,,,,,,,,
590fa23f5afbd855d887a070319d72fc,1611,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 306 , CE 307 , HS 631 , CE 403 , CE 309 , HS 642 , CH 517 ,,,,,,,
f6c8d7baead810b52db2aa9ac63f47f5,1721,M.Tech,Electrical Engineering, EE 699 ,,,,,,,,,,,,,,,
ea07190b6d7b720671f2714eabf36fcc,1752,M.A,Humanities and Social Science, HS 599(A) , HS 599(B) , HS 599(C) , HS 599(D) ,,,,,,,,,,,,
0b3a43c57c7735eb1834dc1920d3f083,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 105 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,
61da4dd14a5cf2a2b05952c82c3de332,1611,B.Tech,Electrical Engineering, EE 333 , EE 341 , ES 332 , HS 103 , HS 508 , HS 514 ,,,,,,,,,,
b8bcce41da54ffff113ab130c4f3943d,1721,M.Tech,Biological Engineering, BE 608 , BE 699 ,,,,,,,,,,,,,,
fc7b59ce2e47a35822b93d112f054bb8,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
88132a930c6d0c828306a641d7315b0a,1852,M.A,Humanities and Social Science, HS 644 , HS 599(A) , HS 513 , MA 632 , FP 602 ,,,,,,,,,,,
2628b52d64f5425e9b0a8e3b8f80a5e1,1611,B.Tech,Electrical Engineering, EE 333 , EE 341 , IN 302 , CH 508 ,,,,,,,,,,,,
b79b0e56d90ba3a824043c4b7a462f82,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
e05442ee072c71f0534b2c4010f707fe,1711,B.Tech,Mechanical Engineering, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ME 399 ,,,,,,,,,,
10a57cd9e374b8c24d6ef67b439b92a0,1821,M.Tech,Electrical Engineering, EE 609 , ES 615 , MA 602 , EE 699 , ES 634 ,,,,,,,,,,,
0509603eff188fcd630cd4023d59fa64,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
6ef601048553eacf44761a38fc03dde4,1821,M.Tech,Mechanical Engineering, ES 622 , MA 602 , ME 626 , MSE 699 ,,,,,,,,,,,,
4c950094eec2aa482e56a87fdb032c54,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,,,,,,,,
8cd7c9b4bf46bb2e35f7687337d2edc2,1431,Ph.D,Chemistry, CH 799 ,,,,,,,,,,,,,,,
3d469168c4c307a62766e6fac2187f32,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
904d3b0f2c6b653c3ff12aa9f7532287,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , HS 201 , MA 202 , ES 215 ,ES 216,,,,,,,,,,
9da9489566cb5064590eb8153df595e0,1851,M.Sc,Chemistry, CH 512 , CH 622 , HS 111 , CH 508 , CH 519 , CH 521 ,,,,,,,,,,
6470ad848b41e6db85bd9549648044a1,1821,M.Tech,Biological Engineering, CH 629 , HS 201 , BE 691 , BE 605 , BE 699 , MA 632 ,,,,,,,,,,
416f4f3a2624337dd96be7c9151eb937,1831,Ph.D,Electrical Engineering, HS 631 , IN 792 , ES 641 , FP 602 ,,,,,,,,,,,,
1288c8bfad924a639670f7302b47710c,1611,B.Tech,Chemical Engineering, CL 321 , CL 352 , CL 422 , CL 424  ,,,,,,,,,,,,
07b5c8661c9ba4be525679bbb6753d0b,1852,M.A,Humanities and Social Science, HS 644 , HS 599(A) , HS 513 , FP 602 , EH 302 ,,,,,,,,,,,
55d48b2b3c1d790c1a46c39dfeb262cc,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,,,,,,,,
859f6037e13ffd1adb7d1cddb8251255,1821,M.Tech,Mechanical Engineering, MA 602 , ME 628 , ME 606 , ME 699 ,,,,,,,,,,,,
8397e173fe18c72ea0cfb671ffcbbbeb,1321,Ph.D,Chemical Engineering, CL 799 ,,,,,,,,,,,,,,,
37e59ffd054ee09a471f89edfb871884,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,,,,,,,,
404471c29612b2728c024d18d94f0a31,1751,M.Sc,Chemistry, CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,,,,,,,,
4711fcf8b8be2f4a0175d794ed3027d8,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
04aeaa92fe365dc146e4dd89549e7d2d,1831,Ph.D,Mathematics, MA 605 , MA 623 , IN 791 , FP 602 ,,,,,,,,,,,,
629efd91a6d3fea773a65f2f8010989d,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
79713ba48f289867eb7dc4eb0f50bf3f,1711,B.Tech,Chemical Engineering, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
f625930d5e1bd5cba97e07ad5c31f82a,1821,M.Tech,Electrical Engineering, MA 602 , ES 637 , EE 651 , ES 215 , ES 654 ,,,,,,,,,,,
551cbd98c71d9f381577931cf5af1ca3,1721,M.Tech,Mechanical Engineering, HS 103 , MS 204 , HS 104(R) ,,,,,,,,,,,,,
b7f60564163c6450e3fe53a63756b317,1611,B.Tech,Materials Science & Engineering, ES 212 , ES 221 , MS 204 , MSE 201 (N) , MSE 302(N) ,,,,,,,,,,,
dea24c4d0d59f53393616885012e0cbf,1611,B.Tech,Electrical Engineering, EE 333 , EE 341 , ES 332 , CH 517 , MS 204 , HS 517 ,,,,,,,,,,
fc8278ef75885d005d108b7c507b691b,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
a840c4f45b0d2e443e6bf91ef9282364,1521,Ph.D,Civil Engineering, CE 799 ,,,,,,,,,,,,,,,
5bb2beb831fef60361edfd7cf69404ea,1725,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
9c58b48b67b78046f03bfca12cd77dfe,1211,B.Tech,Chemical Engineering, ES 221 , IN 302 ,,,,,,,,,,,,,,
3f9b2b4bd84385ba3a33d50d1e9fe8d5,1611,B.Tech,Electrical Engineering, EE 333 , EE 341 , ES 332 , ES 634 , HS 517 ,,,,,,,,,,,
6caa217b00084b6013cc3a352204632e,1721,M.Tech,Electrical Engineering, EE 699 , ES 634 ,,,,,,,,,,,,,,
6311f893039d7415be01e088fda93de4,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,,,,,,,,
4309f8e1501ceb0dc1144a6bab6285a3,1851,M.Sc,Chemistry, CH 512 , CH 622 , HS 111 , CH 508 , CH 519 , CH 521 ,,,,,,,,,,
8d0dca5827d371d893b4303a2e9844ee,1821,M.Tech,Electrical Engineering, EE 609 , ES 615 , MA 602 , HS 421 , ES 654 ,,,,,,,,,,,
67139318f0c9eff9bddb7c768e24d99d,1751,M.Sc,Mathematics, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,,,,,,,,
e222d897e49897027e5e44b3b534c5e7,1821,PGDIIT,Electrical Engineering, MA 602 , ES 608 , EE 651 , ES 641 ,,,,,,,,,,,,
9d8888325c305f604c5a0be7b5a92c6a,1511,B.Tech,Electrical Engineering, HS 423 , CH 301 , HS 635 , MA 501 , MS 406 , BE 402 , HS 421 ,,,,,,,,,
ddfd00a24fb7a80a3e180583b21ddf88,1711,B.Tech,Chemical Engineering, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
376947ae43b790984995faa0c042c62a,1831,Ph.D,Chemical Engineering, CH 301 , CL 602 , CL 604 , IN 792 , IN 792, FP 602 ,,,,,,,,,,
be0c0998d867b3a77d1c6f96933f5a97,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
0bacd867743b670e5583e18d089827a5,1721,M.Tech,Electrical Engineering, HS 151 , EE 699 , HS 691 ,,,,,,,,,,,,,
a149cbeef734f24fdfeda3ccdf84b0fe,1821,M.Tech,Mechanical Engineering, ES 631 , MA 602 , ES 632 , ME 699 ,,,,,,,,,,,,
5241b8e4e7722e6f8797f8c950db54f0,1000,Ph.D,Electrical Engineering, EE 799 , EE 798 ,,,,,,,,,,,,,,
6f8f7e87a18aa882bd39682933554a4c,1751,M.Sc,Cognitive Sciences, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,,,,,,,,
517bdf45eff93fdde2991447b9a73d08,1611,B.Tech,Materials Science & Engineering, ES 104 , CH 517 , MSE 352 , MSE 307 , MSE 302(N) , MS 304 ,,,,,,,,,,
b35b04a65f495f3b9c438d08f3524766,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
3b81834b81df46fb1443dfc0d7a43794,1721,M.Tech,Electrical Engineering, PH 505 , EE 699 ,,,,,,,,,,,,,,
168c0e04657336db9d141f92109b0bbd,1752,M.A,Humanities and Social Science, HS 599(A) , HS 599(B) , HS 599(C) , MA 632 ,,,,,,,,,,,,
968f01796a5f3947d3dff2bb0aa42ec5,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
32a45d7b2f14110dafc7be1ba49a3e70,1851,M.Sc,Chemistry, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,,,,,,,,
b6e212a866d1363b38201b608fe4b9b5,1511,B.Tech,Mechanical Engineering, CH 301 , HS 103 , HS 111 , HS 112 , HS 635 , BE 402 ,,,,,,,,,,
a75de164463ec3964e322d84a0995db5,1852,M.A,Humanities and Social Science, HS 644 , HS 599(A) , HS 513 , HS 515 , MA 632 , FP 602 , MS 304 ,,,,,,,,,
bd2c3927b208b8624cc05ad78845da4d,1611,B.Tech,Chemical Engineering, CL 321 , CL 352 , CL 422 , CL 424  , CL 399 , MS 304 , HS 422,,,,,,,,,
65c5947a16548d8d6249c4dca800c9cc,1511,B.Tech,Civil Engineering, CE 402 , CE 631 , ES 652 ,,,,,,,,,,,,,
8ed555213f3553069bead39b4e1c9550,1725,M.Tech,Mechanical Engineering, MSE 699 , ES 632 ,,,,,,,,,,,,,,
3fcdd20df414c3cc2c33f51bf67fd782,1611,B.Tech,Comp Science & Engg, PH 499 ,,,,,,,,,,,,,,,
c99a914b23151d4eb8e92b5bc75de27b,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , HS 201 , MA 202 , MS 204 , ES 215 ,ES 216,,,,,,,,,
42a1e416f02633314207419eb71e1421,1851,M.Sc,Cognitive Sciences, CG 501 , CG 506 , ES 615 , CG 608 , IN 792, FP 602 ,,,,,,,,,,
bbb115a7fcce1cfea967f26260735aa2,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,
62feb72c2b04aeb019b850d46b537606,1511,B.Tech,Civil Engineering, HS 635 , CE 629 , CE 631 ,,,,,,,,,,,,,
fe8cf80b5bb8178a2ca19cee97ff099b,1421,Ph.D,Chemical Engineering, CL 799 , CL 799 ,,,,,,,,,,,,,,
e676a522968e7c4b8e5bf445f0c9b265,1721,M.Tech,Mechanical Engineering, ME 699 ,,,,,,,,,,,,,,,
f0aa764631bbe23cb68eae90db325543,1821,M.Tech,Electrical Engineering, MA 602 , EE 699 , EE 651 , ES 215 ,,,,,,,,,,,,
d319b024b515044cf4cadf9d6c22eb43,1611,B.Tech,Materials Science & Engineering, CH 301 , CH 517 , MSE 352 , MSE 399 , MSE 307 , MSE 302(N) , BE 402 , MS 304 ,,,,,,,,
f787116fcf40341dc4dc5b23668a66bf,1821,M.Tech,Comp Science & Engg, ES 615 , HS 151 , MA 501 , MS 204 , CS 699 ,,,,,,,,,,,
7a5fc295321c4fce109880c7cae07b6c,1531,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
87c61fb01bae4b5887f3df5a3e1bab33,1831,Ph.D,Civil Engineering, CE 605 , MA 602 , CE 799 , FP 602 ,,,,,,,,,,,,
3e29e7423cb2efc78bbe38fb37714f8d,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , ES 301 , MA 202 ,ES 216,,,,,,,,,,,
e91cfd17dfe5dcde013b0e2a455370e4,1831,Ph.D,Materials Science & Engineering, IN 792 , MSE 799 , IN 791 , FP 602 ,,,,,,,,,,,,
63ff1db2d179ad4f0a791b0b635ed9c1,1711,B.Tech,Mechanical Engineering, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ME 399 ,,,,,,,,,,
fda2d953bf528548e7fa8fd87de81f12,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
6c0549993cfba84dd69b15404f32cc12,1852,M.A,Humanities and Social Science, HS 631 , HS 644 , HS 599(A) , HS 513 , HS 515 , MA 632 , FP 602 ,,,,,,,,,
128ba50c30d90efd6dd0b87b431fdc54,1611,B.Tech,Comp Science & Engg, HS 507, MS 204 , ES 643 , HS 517 ,,,,,,,,,,,,
324d377b0c0bc723f024cdfc0f65f4e0,1611,B.Tech,Chemical Engineering, CL 321 , CL 422 , ES 301 , ES 215 , ES 214 , ES 654 ,,,,,,,,,,
1dbc63bb4fccdf92e6d374a3733e4a9c,1511,B.Tech,Civil Engineering, CH 301 , IN 302 , MS 406 , BE 402 ,,,,,,,,,,,,
aa9e6cd525205831e8aa4724f52dcb84,1851,M.Sc,Chemistry, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,,,,,,,,
c59528ca4408a0baf89b773780e83295,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
275b1360973ccbeb676d831b3bbefad5,1611,B.Tech,Materials Science & Engineering, HS 112 , HS 635 , HS 508 , MS 204 , MSE 352 , MSE 307 , MSE 302(N) ,,,,,,,,,
18a4527b22694f07ee189e6965c773cf,1431,Ph.D,Earth Sciences, EH 798 , EH 799 ,,,,,,,,,,,,,,
15ac92a8f7266722f8df1c31df532513,1511,B.Tech,Electrical Engineering, EE 331 , EE 333 , EE 341 , HS 223 ,ES 216,,,,,,,,,,,
0e879d4e31f6de711961972fbb96f0bf,1751,M.Sc,Mathematics, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,,,,,,,,
b11853b2e13afa5b36e8ae55c29e52de,1611,B.Tech,Materials Science & Engineering, CH 301 , ES 212 , MSE 352 , MSE 307 , MSE 302(N) , BE 402 , MS 304 ,,,,,,,,,
bb775d0579e9f6925a634702f05c7b10,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
6733e13d0b8d2a9762f6e506e5525444,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
