Name,Year,ProgramName,Discipline,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9,,,,,,,
c3724b1b9b6209b36e4450c07e885352,1331,Ph.D,Mechanical Engineering, ME 799 ,,,,,,,,,,,,,,,
2b724b919871e47172d99505d861c188,1421,Ph.D,Civil Engineering, IN 792 , BE 799 , CE 631 , FP 602 ,,,,,,,,,,,,
361e6043579f564744e80c51c717aeeb,1751,M.Sc,Physics, PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 , PH 615 , PH 614 ,,,,,,,,,,
8b7e8306b7a89ceddddb3088fb6cfb03,1821,M.Tech,Civil Engineering, ES 622 , MA 602 , CE 602 , CE 629 ,,,,,,,,,,,,
f66b6207849911060d69752ffbd17511,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 499 ,,,,,,,,,,,
2b7056c2eb64b4d97601f564ed5ac10e,1725,M.Tech,Mechanical Engineering, ME 699 ,,,,,,,,,,,,,,,
80c2320e1c8a1d9814aaf6ce319545e5,1431,Ph.D,Chemistry, CH 799 ,,,,,,,,,,,,,,,
81ea682482262617cc6ac6dfe27f548b,1611,B.Tech,Electrical Engineering, EE 333 , EE 341 , ES 332 , HS 507, EE 399 , HS 514 ,,,,,,,,,,
4c650ddc7c5ea02da7c06c2285b7df83,1232,Ph.D,Chemical Engineering, IN 700 ,,,,,,,,,,,,,,,
e21be60162d7a4dad70c48255160092d,1725,M.Tech,Mechanical Engineering, HS 103 , HS 112 , MS 204 , HS 104(R) ,,,,,,,,,,,,
a9276aa33ab51349681596e23683b67b,1531,Ph.D,Biological Engineering, BE 799 , BE 798 ,,,,,,,,,,,,,,
3448e1f56e707cc393fab53db776827a,1851,M.Sc,Cognitive Sciences, HS 648 , CG 501 , CG 506 , HS 151 , CG 608 , FP 602 ,,,,,,,,,,
68bcac8b954797eec312f012d144101f,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
64c1b22253649912d7aea60b329d9fcf,1631,Ph.D,Physics, PH 799 , IN 791 ,,,,,,,,,,,,,,
63ca3e0e98ef6f4e78c83168be9a9026,1751,M.Sc,Physics, PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 , PH 615 , PH 614 ,,,,,,,,,,
5e86477bc230a56e89db2145c8f6d2ee,1431,Ph.D,Chemistry, HS 103 , CH 799 ,,,,,,,,,,,,,,
dce75e816be7880960b8363a1586246d,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , HS 201 , MA 202 , MS 204 ,ES 216,,,,,,,,,,
641326760eb5838bcee29a9055d953c4,1611,B.Tech,Mechanical Engineering, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , ME 399 , HS 223 ,,,,,,,,,
75116a8c0af12f17c3b0e2e97d1be219,1721,M.Tech,Electrical Engineering, MA 501 , EE 699 ,,,,,,,,,,,,,,
4feefa774acc97085e79a537f1af8f39,1521,Ph.D,Materials Science & Engineering, MSE 799 , MSE 799 ,,,,,,,,,,,,,,
2cf0256779770cf0d47da96fc1b955ea,1711,B.Tech,Chemical Engineering, CL 251 , ES 202 , ES 212 , ES 221 , HS 201 , MA 202 ,,,,,,,,,,
7ee77b9a66eb7ef54add5ab1e384b8dd,1411,B.Tech,Chemical Engineering, ES 105 , ES 202 , PH 101 , HS 513 , BE 402 ,,,,,,,,,,,
41e3cf1b0cf044ab28d2c641be691b63,1431,Ph.D,Cognitive Sciences, CG 799 ,,,,,,,,,,,,,,,
6ac846f6dbb7f6d763e6143cbc63d278,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , HS 201 , MA 202 , HS 514 , ES 214 ,ES 216,,,,,,,,,
23b3f2b7d4c72bac5680cbb62325a09d,1752,M.A,Humanities and Social Science, CH 499 , HS 599(A) , HS 599(B) , HS 599(C) , HS 223 ,,,,,,,,,,,
1aed81585c622e0da79887ada066fa43,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , ES 301 , HS 201 , MA 202 ,ES 216,,,,,,,,,,
8c4dd472328190801d61f07aebea838b,1511,B.Tech,Mechanical Engineering, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , MS 304 , ME 499 ,,,,,,,,,
e600b7446f631bb1d73ab57115d6757d,1751,M.Sc,Mathematics, HS 112 , MA 510 , MA 602 , Ma 624 , FP 602 ,,,,,,,,,,,
af40a26411fe6de026d522db3453b436,1825,M.Tech,Mechanical Engineering, MA 602 , ME 605 , ME 628 , ME 699 ,,,,,,,,,,,,
4f33f02f9d58462761d6c5682bc46e5e,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,,,,,,,,
5e62274cb091d229597f83386ff6f917,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
c8b3945155717db14e819747f752b90c,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,,,,,,,,
52fa48be8565e46198c13e5e6a2fd1e9,1331,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
896ec1769828dfa0f49f58e7946e486e,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
d83398904a78e68250b7d3c089f0305b,1821,M.Tech,Chemical Engineering, CL 602 , CL 604 , MA 602 , HS 642 , BE 699 ,,,,,,,,,,,
5135a078accd164ec981208fdfc61691,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
a0bc6561a8a20cf5b18f72e81a2d4a6d,1531,Ph.D,Cognitive Sciences, CG 799 ,,,,,,,,,,,,,,,
85a61909e95ff5239bd9bb53e4978a1d,1721,M.Tech,Electrical Engineering, EE 699 ,,,,,,,,,,,,,,,
02133a84dcc19bb0ff89099b453a2df5,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
b393bd091e24670c2dbd3b462c157bf7,1511,B.Tech,Mechanical Engineering, CH 301 , ME 628 , MS 406 , ES 632 , HS 104(R) , BE 402 ,,,,,,,,,,
f1a125d1c24728614ff1df4f584b26f3,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
634711947f045b3d6999ec5a48600164,1531,Ph.D,Comp Science & Engg, CE 799 ,,,,,,,,,,,,,,,
8e20d7782e3364f96a6941f6e1121734,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
9f71aa38cf8cc20d7d36101854061b10,1611,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , CE 403 , CE 309 , EH 608 ,,,,,,,,
ded4eb99cda9a3c5c881e9e059a8671d,1511,B.Tech,Chemical Engineering, CH 301 , ES 221 , HS 104(R) , HS 223 ,,,,,,,,,,,,
23318b73b31923f9c582ffc72f1f0ba9,1821,M.Tech,Mechanical Engineering, MA 602 , ME 605 , ME 626 , ME 699 ,,,,,,,,,,,,
20719feaa0834ada00d410beb78d4ecb,1411,B.Tech-M.Tech Dual Degree,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
bb2715a1bb4e0fd107095407ad83334d,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
8cc9657a9e354062f8c60aa6ae904577,1821,M.Tech,Electrical Engineering, HS 112 , MA 602 , ES 608 , EE 651 , ES 215 ,,,,,,,,,,,
064d215abc8ec5628028e3a05132a26e,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 212 , HS 201 , MA 202 , MS 204 , MSE 309 , MSE 201 (N) ,,,,,,,,,
f03518f5cb3948357b58edfd8316f880,1511,B.Tech,Civil Engineering, CE 402 , ES 221 , HS 103 , MA 102 , MA 202 , CH 499 ,,,,,,,,,,
2d3e13dfcb345029817c441aeafd218f,1411,B.Tech,Electrical Engineering, EE 331 , EE 341 , ES 615 , IN 302 , HS 223 ,,,,,,,,,,,
36cca808b9d01b6771bb93d4e9f3388c,1752,M.A,Humanities and Social Science, IN 791, HS 399 , HS 599(A) , HS 599(B) , HS 599(C) , HS 599(D) , MA 632 ,,,,,,,,,
7c4b81bf18431bedfb6d52ad7d7c3511,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 105 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,
00b07c77faaf60dbdb173e5828a15292,1731,Ph.D,Chemistry, CH 629 , CH 798 , CH 799 , IN 791 ,,,,,,,,,,,,
e84807ed8fb8525b7759a4495a681038,1611,B.Tech,Mechanical Engineering, ES 104 , ES 332 , MA 102 , ME 322 , ME 332 , ME 352 , ME 391 ,,,,,,,,,
f7a84aa653b6f8ac46b14ca31ead36d2,1831,Ph.D,Electrical Engineering, IN 792 , EE 691 , EE 651 , FP 602 ,,,,,,,,,,,,
a5e0f9961d4fe4925940ea725e9d2d01,1511,B.Tech,Materials Science & Engineering, CH 301 , HS 111 , MSE 630 , MS 204 , DES 499 , MSE 499 , BE 402 ,,,,,,,,,
efd5561ddb8a07b384c9fa7961c84f32,1721,M.Tech,Chemical Engineering, CL 699 , MSE 630 ,,,,,,,,,,,,,,
2d4b07a0357b414b910c78621101d6d7,1431,Ph.D,Mechanical Engineering, ME 799 ,,,,,,,,,,,,,,,
bfecce22a3a4578ea0376b37690af4fe,1631,Ph.D,Earth Sciences, EH 799 , IN 791 ,,,,,,,,,,,,,,
67918f9658e691d141f03fabfefed37c,1751,M.Sc,Chemistry, HS 151 , CH 508 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,,,,,,,
a74f6f390e7981008daaa33a08bc4457,1531,Ph.D,Biological Engineering, BE 799 ,,,,,,,,,,,,,,,
b23444ffc9e0f2f63335dff9487e083c,1431,Ph.D,Physics, PH 799 ,,,,,,,,,,,,,,,
b43f773505cc5e8cb5d8e3767276a12c,1511,B.Tech,Electrical Engineering, CH 301 , MS 304 , EE 499 , HS 642 , EE 651 , BE 402 ,,,,,,,,,,
ce50c3649bdd5c9440efae0c3221a6c9,1821,M.Tech,Civil Engineering, ES 622 , MA 602 , CE 602 , CE 629 ,,,,,,,,,,,,
0dc7c8f32d2af067e4a83f7be49367a2,1751,M.Sc,Physics, PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 ,,,,,,,,,,,
9394ce2964b0aad7cea3b120558ca4e5,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
6a2b2fe5fbc36cfa3315a1c9be1b8799,1511,B.Tech,Materials Science & Engineering, CH 301 , ES 105 , HS 111 , MSE 491 , MSE 309 , HS 513 , BE 402 ,,,,,,,,,
0bd15b7452c708e61bf528d89fc5a62f,1431,Ph.D,Chemistry, CH 799 ,,,,,,,,,,,,,,,
e27c43c56228022a3c273cd34642481b,1535,Ph.D,Electrical Engineering, EE 799 , MS 204 ,,,,,,,,,,,,,,
73b92cd464b42ba42ab98f41ae8fb1a3,1010,Ph.D,Cognitive Sciences, IN 700 ,,,,,,,,,,,,,,,
f580077db8ceb65835ae75280669eed3,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
3afc33251c6fa246e01634382c40ec82,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , MA 202 ,,,,,,,,,,,
01653c5a2ddaa4a6c0e8e77d7801570d,1752,M.A,Humanities and Social Science, ES 106 , HS 599(A) , HS 599(B) , HS 599(C) ,,,,,,,,,,,,
b4798592500ded678702c7d94e2eb7ab,1531,Ph.D,Chemistry, CH 799 ,,,,,,,,,,,,,,,
f21036065531f46dfaf653c9b6eb9410,1811,B.Tech,Mechanical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
7fe933b1462580e7d3efab31adeb0b51,1721,M.Tech,Comp Science & Engg, CS 699 ,,,,,,,,,,,,,,,
87441bd77c5a315ad5f77a8b94b25a98,1711,B.Tech,Materials Science & Engineering, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,
60750207cfb459317d9c572cc95d5fca,1621,Ph.D,Materials Science & Engineering, MSE 628  , MSE 799 ,,,,,,,,,,,,,,
50242ed10c1fb80b6cd1646500342fc7,1511,B.Tech,Mechanical Engineering, CH 301 , HS 635 , ME 499 , ES 632 , BE 402 ,,,,,,,,,,,
64e201da0921281561de925227d4557a,1711,B.Tech,Chemical Engineering, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 , ES 214 ,,,,,,,,,
b1019b61b76f27929ac5246b3cef9105,1825,M.Tech,Materials Science & Engineering, CL 602 , ME 332 , CH 632 ,,,,,,,,,,,,,
f6d936ac8dbe3dbe8802050a31163dca,1721,M.Tech,Materials Science & Engineering, MSE 626 , MSE 699 ,,,,,,,,,,,,,,
8a020d95ba22b3ef0c52c6dc4b7d8d9a,1725,M.Tech,Mechanical Engineering, ME 699 ,,,,,,,,,,,,,,,
a8e128fec8037f3ebd04f9f85d5aa2a1,1825,M.Tech,Comp Science & Engg, ES 301 , ES 615 , MA 501 , MS 204 , CS 699 , MA 632 ,,,,,,,,,,
6ff4bc807266b47bcb7d3e76eda681b8,1751,M.Sc,Chemistry, CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,,,,,,,,
640b17c61acc7cf665a3f499f67ba9bd,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
78c4aa53b23c7f5187543e96d2127518,1411,B.Tech,Mechanical Engineering, CH 301 , ES 105 , ES 332 , ME 322 ,,,,,,,,,,,,
d657eefa4888eaa74f3af4624b60da89,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
faa77a7213afc32a055eb0c420d634a3,1531,Ph.D,Mechanical Engineering, ME 799 , HS 223 ,,,,,,,,,,,,,,
52c22ea99c2af310415665523e6120f0,1511,B.Tech,Chemical Engineering, CH 301 , HS 103 , HS 111 , HS 514 , HS 515 , BE 402 ,,,,,,,,,,
2d094b9a41ea92665d6b7e05eb222734,1631,Ph.D,Biological Engineering, BE 799 , HS 104(R) ,,,,,,,,,,,,,,
1a723dd3b7888915ebdeb96f22e941bd,1631,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
46dbe52bba55a0541ccc431b72fbe87d,1752,M.A,Humanities and Social Science, HS 599(A) , HS 599(B) , HS 599(C) , ES 652 ,,,,,,,,,,,,
641ca2e65dd1ec5fac850778a4dd8ecc,1711,B.Tech,Civil Engineering, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,,,,,,,
a3a6668157221ffb7e1205e5053c239f,1431,Ph.D,Chemistry, CH 799 ,,,,,,,,,,,,,,,
e2f7391110e816ca455ccf6638dcd333,1825,M.Tech,Civil Engineering, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,,,,,,,,
94d39231f2f1d3711e9011570063ac2b,1611,B.Tech,Comp Science & Engg, MS 204 ,,,,,,,,,,,,,,,
d30527941e9e60ed0888958cd0931997,1611,B.Tech,Mechanical Engineering, ES 332 , HS 103 , HS 112 , ME 322 , ME 332 , ME 352 , ME 391 , HS 508 ,,,,,,,,
7f952cc443d46cc0d59c71345b5a3bd3,1611,B.Tech,Mechanical Engineering, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , ME 626 , HS 642 , HS 515 ,,,,,,,,
c8b67ae8b8a714a017c3b918ca3bf2a0,1611,B.Tech,Comp Science & Engg, CS 399 , BE 402 ,,,,,,,,,,,,,,
c23506feec7fc115010f0f9aeffd5850,1511,B.Tech,Materials Science & Engineering, ES 105 , ES 202 , ES 221 , MA 202 , BE 402 ,,,,,,,,,,,
71ea2ab2e5a286cfec28878171288e9a,1711,B.Tech,Chemical Engineering, ES 221 , CL 251 , ES 202 , ES 212 , MA 202 ,,,,,,,,,,,
5246fb9a02b081a916f3d091bf20f5b8,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
27599e14db83767fa1a53bf4806ae8a0,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,,,,,,,,
8d9fab0b8d6f97ebdb6f2bf10b242a0c,1851,M.Sc,Chemistry, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,,,,,,,,
7cbfb73d6e7a611941af4d78e662b638,1411,B.Tech,Civil Engineering, CE 304 , ES 212 , MA 102 , PH 101 ,,,,,,,,,,,,
5325edaa321656a68bf484bf7254cf5e,1752,M.A,Humanities and Social Science, HS 648 , CG 507 , HS 599(A) , HS 599(B) , HS 599(C) , EH 608 ,,,,,,,,,,
35c7ef23d3b50ec8d0ea3e6cd349ffe3,1752,M.A,Humanities and Social Science, HS 599(A) , HS 599(B) , HS 599(C) , EH 608 , FP 602 ,,,,,,,,,,,
d80805db51c7827695cadc7c9690a699,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
a072b3a2d54fe225fcdae2be1f1e180a,1331,Ph.D,Biological Engineering, BE 799 , BE 798 ,,,,,,,,,,,,,,
147aca94c58fcee9488af94fe045d9b1,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,,,,,,,,
94e4b212655a9b57bc116568349d807e,1611,B.Tech,Comp Science & Engg, HS 635 , HS 508 , HS 514 ,,,,,,,,,,,,,
60bbda59f1ea6f74da4b3f6325dca69e,1831,Ph.D,Humanities and Social Science, HS 631 , HS 644 , MA 632 , IN 791 ,,,,,,,,,,,,
31da208378eab7d13dd25186a81ab041,1831,Ph.D,Mathematics, MA 623 , MA 629 , FP 602 ,,,,,,,,,,,,,
048756f3ac875366eb3d581b356d9526,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
207ebb170d03b3e2cddf440dbafe9bc5,1751,M.Sc,Mathematics, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,,,,,,,,
6b02ef476038f65867538183b5c59860,1611,B.Tech,Materials Science & Engineering, ES 104 , HS 151 , MSE 352 , MSE 307 , HS 515 , ES 654 ,,,,,,,,,,
1d79fdc1969a075c016ea39f8f7dae7a,1825,M.Tech,Chemical Engineering, CL 602 , CL 604 , MA 602 , MSE 630 , CL 699 ,,,,,,,,,,,
73d89533457093940d3e9e438e08edf9,1825,M.Tech,Mechanical Engineering, ES 622 , MA 602 , ES 632 , ME 699 ,,,,,,,,,,,,
61742ac3e5187887cc5f5dafdb059a28,1752,M.A,Humanities and Social Science, HS 499 , HS 599(A) , HS 599(B) , HS 599(C) ,,,,,,,,,,,,
3b79d9a77eedd4125b9341e3b53f8fec,1511,B.Tech,Civil Engineering, CH 301 , HS 103 , CE 403 , CH 508 , HS 223 , BE 402 ,,,,,,,,,,
ab4c53aff3979c08248a42ad3112c1a6,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
bcec08397321d2cf721febcfb29b2d2a,1721,M.Tech,Electrical Engineering, EE 699 ,,,,,,,,,,,,,,,
3231c5a8b7f6f4d85bdf8a71ca7148a6,1331,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
0fea2fead34909aea8099c883b1a03a2,1611,B.Tech,Comp Science & Engg, HS 103 , CS 399 , HS 508 ,,,,,,,,,,,,,
3e06f2f931c1d1df92591040812aa615,1751,M.Sc,Physics, PH 505 , PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 ,,,,,,,,,,,
f7e432f50f599f22e429595f3dd354fe,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
9ce1d01f27285e357ce35441549a946b,1511,B.Tech,Mechanical Engineering, CH 301 , MS 406 , ES 632 , CH 517 , MS 204 , BE 402 ,,,,,,,,,,
d26a8c282073389c6867d768d4d168c0,1711,B.Tech,Electrical Engineering, EE 331 , ES 202 , HS 201 , MA 202 , HS 104(R) ,ES 216,,,,,,,,,,
8597b24817432d7f2b64bd3b448056db,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
6f9cfe605e2e69c8b09d6c207db48b15,1851,M.Sc,Mathematics, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,,,,,,,,
6c3b635686cf8c2b250d5b21e1d380c0,1721,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
9eaf073da9e031b2a23e04be8aca2092,1821,M.Tech,Biological Engineering, CH 629 , HS 201 , BE 611 , BE 699 , EH 608 ,,,,,,,,,,,
e7bde602c1923f1398cc00fdec1a60b2,1811,B.Tech,Civil Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
59cd2632eafdb16fed5c767b22684bec,1721,M.Tech,Biological Engineering, BE 691 , BE 699 ,,,,,,,,,,,,,,
616c165e94b923d1371d90b1cf711b7d,1511,B.Tech,Mechanical Engineering, ME 399 , CH 517 , MS 204 , BE 402 ,,,,,,,,,,,,
b070bdffe522be2c8264426d5f24d651,1725,M.Tech,Electrical Engineering, EE 699 ,,,,,,,,,,,,,,,
13bea7d55c9d204b7c7473a5d459efa8,1811,B.Tech,Electrical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
8ac5bac956084135ca1e0dc1fab46af1,1821,M.Tech,Electrical Engineering, EE 611 , ES 615 , ES 616 , HS 112 , MA 602 ,,,,,,,,,,,
e1abc383c62007dd276387e3455f0784,1721,M.Tech,Mechanical Engineering, MA 602 , ME 699 ,,,,,,,,,,,,,,
5146f9c3d51bd0663eb70fe3fc689fe2,1511,B.Tech,Electrical Engineering, CH 301 , EE 331 , EE 341 , HS 104(R) ,ES 216, BE 402 ,,,,,,,,,,
2abd8046f0776bad9080e2cd1a297ec5,1711,B.Tech,Mechanical Engineering, ES 202 , ES 212 , ES 221 , HS 201 , MA 202 ,,,,,,,,,,,
c477e7a78370c90233140d464f49606d,1611,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , CE 403 , CE 309 , CE 631 ,,,,,,,,
4f4c8216cf5a47d563220b487099c6fe,1731,Ph.D,Civil Engineering, CE 799 , IN 791 ,,,,,,,,,,,,,,
2bb747b3e237c6cdf4efde2889461821,1721,M.Tech,Materials Science & Engineering, MSE 699 ,,,,,,,,,,,,,,,
9622bab627b942682e294259178e9be4,1331,Ph.D,Biological Engineering, BE 799 ,,,,,,,,,,,,,,,
635da0214186e09576a36b45b4dd5beb,1811,B.Tech,Chemical Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
124352d011db6671017874a090633efd,1831,Ph.D,Humanities and Social Science, HS 644 , HS 513 , IN 791 , FP 602 ,,,,,,,,,,,,
46a58771859256629f32ff1cb444d772,1852,M.A,Humanities and Social Science, HS 201 , HS 644 , HS 599(A) , HS 513 , FP 602 , HS 421 ,,,,,,,,,,
83a79537933ffcbaf23722c37d6fd456,1711,B.Tech,Materials Science & Engineering, ES 212 , ES 221 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,,,,,,,,
48b033e3d4e51655358de9c91e69bc05,1331,Ph.D,Chemistry, CH 798 , CH 799 ,,,,,,,,,,,,,,
4e647bbbafb375875549d8da981aaf17,1611,B.Tech,Comp Science & Engg, HS 631 , CS 399 , MS 204 , HS 515 , HS 223 ,,,,,,,,,,,
966ec3e17c1e0a7664276558f94cbdbe,1321,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
f8450a760366ef457b25f1c74452decc,1535,Ph.D,Electrical Engineering, HS 151 , IN 792 , EE 799 ,,,,,,,,,,,,,
57193c5de62d95e89895d77df8e9d500,1511,B.Tech,Electrical Engineering, EE 331 , EE 333 , EE 341 , HS 642 , CH 399 ,ES 216,,,,,,,,,,
53bb68ef2e4223ee959221776de52fee,1711,B.Tech,Chemical Engineering, CL 251 , ES 202 , ES 212 , ES 221 , HS 112 , HS 201 , MA 202 ,,,,,,,,,
fd3ac4264878dd05f46bc1648b279661,1811,B.Tech,Comp Science & Engg, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
c559d88b171dd2a3797e9840ab08cf6f,1751,M.Sc,Mathematics, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,,,,,,,,
51185117bbbca35199239931a291e91d,1721,M.Tech,Biological Engineering, BE 699 ,,,,,,,,,,,,,,,
fb101fe4f154e8a7d6da3d5909224c53,1725,M.Tech,Civil Engineering, CE 699 ,,,,,,,,,,,,,,,
c98fea46d03430a9eeeddac757602d49,1711,B.Tech,Comp Science & Engg, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,,,,,,,,
6e8b4795324dbf90b96363d533d83e24,1751,M.Sc,Chemistry, CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,,,,,,,,
93351305f2c6bb5aea785d45df633d0e,1851,M.Sc,Physics, PH 504 , PH 505 , PH 506 , PH 507 , PH 499 ,,,,,,,,,,,
45efb6a75e8eeaf45cdf1b9a227acf54,1831,Ph.D,Materials Science & Engineering, IN 791, MSE 799 , IN 792, CH 632 , FP 602 ,,,,,,,,,,,
ca29a834dc450fb457f0ab849d5a2f31,1831,Ph.D,Civil Engineering, CE 798 , CE 631 , ES 652 , FP 602 ,,,,,,,,,,,,
262b064c31174b8b7ac8dcd2c93265e0,1331,Ph.D,Electrical Engineering, EE 799 ,,,,,,,,,,,,,,,
597e518fe845c9be1024a5764a6017ac,1731,Ph.D,Biological Engineering, HS 514 , BE 402 ,,,,,,,,,,,,,,
578ce51c4a718178d3c6cf1c5de53b2b,1811,B.Tech,Materials Science & Engineering, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 ,,,,,,,
4ccbb75f6a4aa169793b013f5731a98c,1611,B.Tech,Civil Engineering, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , CE 403 , CE 309 , HS 223 ,,,,,,,,
48087d696bebb15be863cbff7e36fc02,1752,M.A,Humanities and Social Science, CH 499 , HS 499 , HS 599(A) , HS 599(B) , HS 599(C) ,,,,,,,,,,,
6e935bd3c403db35d8a92420997bd4bd,1511,B.Tech,Mechanical Engineering, CH 301 , HS 305 , MS 304 , CH 517 , HS 513 , BE 402 ,,,,,,,,,,
