Name,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9
324d377b0c0bc723f024cdfc0f65f4e0, CL 321 , CL 422 , ES 301 , ES 215 , ES 214 , ES 654 ,,,
6046b87973282161208fe4c798531a58, EE 331 , ES 202 , HS 201 , MA 202 , ES 215 , ES 216 , Systems and Networks,,
7ca2132a13daa113e2180e681e9460cc, BE 799 , BE 798 ,,,,,,,
dd1c4b1552b7471f3f7cf02653ca5aa5, IN 792 , MA 501 , MA 602 , MA 629 ,,,,,
4711fcf8b8be2f4a0175d794ed3027d8, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
b3aa4f68a5e8d5535cbf44a3b0e8da3b, EE 331 , EE 341 , HS 406 , HS 642 ,,,,,
86c200f0969ce064f43ba1604b777d51, CH 301 , CH 502 , CH 517 , CH 399 , HS 223 , BE 402 ,,,
55a58f97e77806db55523b4e40a7c6e8, EE 799 , IN 791 ,,,,,,,
62feb72c2b04aeb019b850d46b537606, HS 635 , CE 629 , CE 631 ,,,,,,
cbb232b4ae392263f237db58bf210d1f, CH 301 , HS 305 , IN 302 , MS 304 , HS 642 , MS 204 , HS 104(R) , BE 402 ,
81e2f042ead068f16e9d6da1547c2eee, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
0352e4f5e9d9fa8065202697f15095a5, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,
23318b73b31923f9c582ffc72f1f0ba9, MA 602 , ME 605 , ME 626 , ME 699 ,,,,,
b4e43cf2458cbf5254cc75c56a3288aa, MA 602 , ME 605 , ES 632 , ME 699 ,,,,,
65b1ecff03f1175f609120339ce37ec5, HS 423 , MS 304 , MS 406 , PH 615 , HS 422 , Politics and Economics,,,
d0fc8e482a1f935a4788a7ce9624a322, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
3d71d350836e8f46fa19446a302ab921, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , HS 104(R) ,,,
53cab3caed2d8e5a3602a014d1748140, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , HS 635 , CE 403 , CE 309 , HS 223 
9c9accec8c0df16b5a9aa151b59ab04b, CE 799 ,,,,,,,,
69991a7c03a7896e3d53cb68197fc8b1, CL 321 , CL 352 , CL 422 , CL 424  , EH 608 , MS 304 ,,,
948f1276279314614221974358b38fb7, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
68d1a6f05901003d4492065ab25a9c5e, PH 799 ,,,,,,,,
56f5ba2a8440bb7d5ffe66b7125fb1af, ES 221 , EE 331 , ES 202 , ES 212 , HS 201 , MA 202 , PE 102 ,,
ca95b01ffe140a12cf0a233635595597, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
361e6043579f564744e80c51c717aeeb, PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 , PH 615 , PH 614 ,,,
00b0945fc52f3dcf65420982db5d4980, HS 111 , HS 635 , CH 517 ,,,,,,
ab4c53aff3979c08248a42ad3112c1a6, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
a50bc003592e0a61c7b13493fc5d1bbe, CH 301 , CH 629 , HS 201 , BE 402 ,,,,,
cdc07415c19f0aa64c9016f09dba95a4, HS 423 , CH 517 , MSE 352 , MSE 399 , MSE 307 , MSE 302(N) , MS 304 ,,
e1290b72e8947cf8b0d80e1cf926a1c2, HSS 799 , HSS 799 ,,,,,,,
8f256330b0d9bc36021a2f0573117eb1, CL 321 , CL 352 , CL 422 , CL 424  , MS 406 , MS 204 , MS 304 , HS 423 ,
1fc2fab39626a84bf33da1ad12330874, MSE 699 ,,,,,,,,
a75de164463ec3964e322d84a0995db5, HS 644 , HS 599(A) , HS 513 , HS 515 , MA 632 , FP 602 , MS 304 ,,
3f9b2b4bd84385ba3a33d50d1e9fe8d5, EE 333 , EE 341 , ES 332 , ES 634 , HS 517 ,,,,
1fcca98c710dfc9ca865d4ad1584422a, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
8323e2e111c948cc730dde5b2354dd1e, EE 333 , EE 341 , ES 332 , HS 631 , HS 507 , Anti, and Posthumanism,,
ea87491aa29c1716f3751c5efb4dee55, CH 301 , ES 202 , HS 111 , ME 332 , CH 517 ,,,,
9ce1d01f27285e357ce35441549a946b, CH 301 , MS 406 , ES 632 , CH 517 , MS 204 , BE 402 ,,,
640b17c61acc7cf665a3f499f67ba9bd, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
13bea7d55c9d204b7c7473a5d459efa8, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
c6a8ffcb665fc502740c566532036490, CH 301 , HS 111 , CH 517 , MS 204 , HS 514 , HS 515 , HS 223 ,,
2474ff66532bf8d589b7939a4f70dbe0, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
0ca6f5463eecc53a94aca930e43f546e, CG 599B , CG 601 , CG 599C , CG 599A , CG 599D , FP 602 ,,,
8688a458b5194d3b1eba9e551a5743fd, EE 333 , CH 517 , HS 599(A) , ES 216 , Systems and Networks,,,,
b296ab53c103b181955763f8935bb2f9, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
46b423fa64a159982d374ad2308c1e67, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
40ace7c768acea1b97487ee5aaec37c7, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , HS 104(R) ,,,
43b41c2556a6f094c0112730a20a3061, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
111a32a8c580293cb658744d48050825, EE 333 , EE 341 , ES 332 , HS 631 , MA 502 ,,,,
f401bf4640d69c521aa254929ba7cd4f, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
3f306cc5f38fecb39d7c08311cd5f052, CH 512 , CH 622 , HS 111 , CH 508 , CH 519 , CH 521 ,,,
289cdbeca4c9b5f2859a68c7cb952a01, CH 799 ,,,,,,,,
fa2af356c5e6c4c8b6e47a93b4ee27fa, BE 601 , BE 611 , BE 699 , MA 632 , BE 402 ,,,,
7fc633841b8ddf6c82d360ecb38f652e, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
5e8d73ceb4986e4af1089d52683010e5, CH 301 , HS 103 , CH 517 , CH 499 , HS 223 , BE 402 , HS 421 ,,
e038be3c4ee5d5f4ce57b877177311b2, MSE 626 , MSE 699 , CH 517 , CH 632 , MS 304 ,,,,
ea496f5c43e88a556410b9d86f3a6935, BE 799 ,,,,,,,,
838ef071e9297a7508339b6d6dc57101, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
899df7e9922c951a9b6afa23df151eab, CH 629 , CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,
11cdcad5e8b6cb307962d62658c199ea, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
742b91706a42e67476b3fb38091913af, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,
8d9fab0b8d6f97ebdb6f2bf10b242a0c, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,
8b4e4cae87d4198ecad4ba115f4cc7dd, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,
695a21f8d23315ad44e4b72fb0060da5, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
2c2ebedf7f1a1646acfd18dac42bfb5a, HS 508 , CH 517 , MSE 352 , MSE 307 , MSE 302(N) ,,,,
a36456b2dc93dddaebfdd9991379e991, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
8dde4b10b8df1b9d9b6b1a8bb9472a30, ES 221 , ES 202 , ES 212 , MA 202 , ME 352 , ME 399 ,,,
3f13d317be9d3ee57bd14fc96b4dfa19, HS 648 , IN 792 , CG 601 , IN 792,,,,,
34cf68085e0d75794cf07fa704000abb, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
8388cad6b0dbaccdbacf0aa00a12d463, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
399b9bf4b772e50f12cfaf782d7e43d2, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
275b1360973ccbeb676d831b3bbefad5, HS 112 , HS 635 , HS 508 , MS 204 , MSE 352 , MSE 307 , MSE 302(N) ,,
a0c4dc9d39198937e51fb15fca02975a, HS 648 , CH 301 , HS 305 , CH 517 , ES 641 , BE 402 ,,,
725e1703ced4da90eb6afa467f297e8e, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
d2cb8a2bc6fd5404462f77721c070441, ME 799 ,,,,,,,,
b6e212a866d1363b38201b608fe4b9b5, CH 301 , HS 103 , HS 111 , HS 112 , HS 635 , BE 402 ,,,
bcec08397321d2cf721febcfb29b2d2a, EE 699 ,,,,,,,,
898082ddf33278016b2ef611a349bbe8, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , MS 204 , HS 517 ,,
9d5022adafcff128c103655564e9581d, CE 798 , CE 799 ,,,,,,,
bb98501a78e76f3b8a47caf49645e178, BE 799 ,,,,,,,,
fd3ac4264878dd05f46bc1648b279661, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
3448e1f56e707cc393fab53db776827a, HS 648 , CG 501 , CG 506 , HS 151 , CG 608 , FP 602 ,,,
efa23629c292002160705854745fbbce, ES 332 , ES 634 , MA 632 , FP 602 ,,,,,
590fa23f5afbd855d887a070319d72fc, CE 304 , CE 305 , CE 306 , CE 307 , HS 631 , CE 403 , CE 309 , HS 642 , CH 517 
87441bd77c5a315ad5f77a8b94b25a98, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
218621ed8de34143bd640f19e020ed43, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
c7c8239e1031e3e115a8a29d02429760, MSE 628  , HS 508 , IN 791 , FP 602 , PH 615 ,,,,
522d60eaaee37ec0809b0f07a58ce0a3, CG 501 , CG 506 , EE 699 ,,,,,,
262b064c31174b8b7ac8dcd2c93265e0, EE 799 ,,,,,,,,
b8bcce41da54ffff113ab130c4f3943d, BE 608 , BE 699 ,,,,,,,
b393bd091e24670c2dbd3b462c157bf7, CH 301 , ME 628 , MS 406 , ES 632 , HS 104(R) , BE 402 ,,,
343d15292b749fa4d6673c783dfce6c4, CS 432 , ES 615 , CH 517 , MS 204 , CS 328 ,,,,
8f0fc08aa70f4b2c8b624ce52131eae5, CH 799 ,,,,,,,,
d796f608c50483e1829875490996094b, ME 799 ,,,,,,,,
1219721c36a0b9dcf082bbe80cea3240, CS 691 , CS 699 ,,,,,,,
434fbf1bca8952029f9b654af568d8ba, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
7e43a0ed7c0028f4390e6a1b76a51a15, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
849b8d22bf9ac76c13cec5194997e55e, CL 799 ,,,,,,,,
c59528ca4408a0baf89b773780e83295, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
5b7ae193c70d8f310a534c5735f65752, BE 799 ,,,,,,,,
406fc5a44257b184c988945ae0cfa5ff, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,
9c58042e84bc787dbf520536aa2a706e, IN 791, CH 799 , FP 602 ,,,,,,
75a94073ffb3f7bec86b53dab30d83b0, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 , CL 399 ,,
39069e012247cc37efcc00aa5218f8cc, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
ce76ca9b965aecf9f8d7a739102a6047, PH 507 , PH 599 , ES 643 , FP 602 , PH 614 ,,,,
f3dc702233c5d06eedc5fb45afbd5941, ES 212 , HS 201 , HS 515 ,,,,,,
d6ec8d0af45a91d8fb4f843b28f4e918, MSE 628  , IN 791, IN 791 , FP 602 ,,,,,
8597b24817432d7f2b64bd3b448056db, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
52c22ea99c2af310415665523e6120f0, CH 301 , HS 103 , HS 111 , HS 514 , HS 515 , BE 402 ,,,
baf8e114e6c83926c2d431b4721dab13, CL 324 , CL 352 , CL 604 , ES 106 , ES 634 , CL 499 ,,,
3b81834b81df46fb1443dfc0d7a43794, PH 505 , EE 699 ,,,,,,,
b757cf2376d9bc3618a4857a695cb440, PH 607 , PH 591 , PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 ,,,
77f738a05e03a7e87c6b185ca66db335, CH 301 , IN 302 , BE 402 , HS 421 ,,,,,
7a7c75dc6f635d63abd9955d51f2fca1, CE 304 , CE 305 , CE 306 , CE 307 , CE 309 , HS 508 , HS 104(R) ,,
2fc9697f28bfd30cecf7f64fafa4442d, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,
5106fa942be08c9a4f614319e45524fb, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 , CH 202 ,,
1cd779f1ac19928a7ff971defadccdd7, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
69e841e07b31ced8251ec9ed03b13551, CH 512 , CH 622 , HS 111 , CH 508 , CH 519 , CH 521 ,,,
beab243dcf5ab6ba8645f58696bca5ea, PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 , PH 614 ,,,
a840c4f45b0d2e443e6bf91ef9282364, CE 799 ,,,,,,,,
554918175955f288c59d31e83e10c934, CH 301 , HS 635 , ME 499 , ES 632 , BE 402 ,,,,
8a020d95ba22b3ef0c52c6dc4b7d8d9a, ME 699 ,,,,,,,,
1021d116b2ff4245fd9b999cb4e1b062, CH 301 , EE 333 , EE 341 , ES 332 , HS 103 , EH 608 , BE 402 ,,
b35b04a65f495f3b9c438d08f3524766, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
1590bbd273fafaa60e0afa89a0efca25, CH 301 , MSE 352 , MSE 399 , MSE 307 , MSE 302(N) , BE 402 ,,,
641326760eb5838bcee29a9055d953c4, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , ME 399 , HS 223 ,,
8397e173fe18c72ea0cfb671ffcbbbeb, CL 799 ,,,,,,,,
210078c42b79fb4cab9e176425d2bbcf, CH 301 , EH 608 , BE 402 ,,,,,,
c1bd4e3ed27f805c069ec78a0b207fd1, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
0a9e48d90095731c9933420f3886e7d1, CH 799 ,,,,,,,,
a302743abb3c8aa9f111ea0fd4e6652c, HS 631 , HS 499 , HS 644 , HS 599(A) , HS 513 , FP 602 ,,,
1276940c12df3058f193263942ff6d5f, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
9da490a7cbea4a501bf27f5945f0ef3e, CE 304 , CE 305 , CE 307 , ES 212 , MA 202 , PH 101 ,,,
377e8e4387b626539c4478858988f8e1, HS 151 , BE 799 , BE 799 ,,,,,,
c61527d74e31ee1ec085d75d16ed7337, CE 304 , HS 515 ,,,,,,,
4557353a1d80839c4fa85984331b851d, CL 321 , CL 352 , CL 422 , CL 424  , HS 305 , CH 517 ,,,
f6d936ac8dbe3dbe8802050a31163dca, MSE 626 , MSE 699 ,,,,,,,
b69bdd4545a31441eff20983744e2912, EE 611 , ES 615 , ES 616 , MA 502 , EE 651 , HS 223 ,,,
41b9e906d11d7b7af51adcccf358cef3, MA 602 , MA 605 , MA 599 , FP 602 ,,,,,
9fb5d3eb4c689bb9403625f81c970f54, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
c51081285a65ff2ad0e05d41c6d6017c, PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 , PH 615 , PH 614 ,,,
d3c3a7216e30612777006bae11b1e2ad, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , HS 112 , CE 403 , CE 309 , CE 631 
717ee8a0b324d79d6c3d534cc44cda9e, CG 501 , CG 506 , CG 507 , CG 601 , IN 792, FP 602 ,,,
31da208378eab7d13dd25186a81ab041, MA 623 , MA 629 , FP 602 ,,,,,,
1ea748c13dc509f6cf71a89f2251f400, CE 798 , CE 799 ,,,,,,,
67740df5ab6dbec3d70c0b2d0972ac98, CE 304 , CE 305 , CE 306 , CE 307 , CE 403 , CE 309 , CE 631 ,,
1449203b0ea5dc03ee1f9df8e4f4df18, EE 799 ,,,,,,,,
6bb764e18fc82583a40f41429d6295fd, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 , ES 643 ,,,
44e086947dffb32d9d3642f7e2a285ff, ES 615 , HS 151 , MA 501 , MS 204 , CS 699 ,,,,
dbcfda93753ada79b847c9329f9c31c7, CE 304 , CE 305 , CE 306 , CE 307 , CE 403 , CE 309 , HS 642 , MS 204 , CE 631 
cfacab4ee7d0833bb6b2504dc5e9fb10, ES 631 , MA 602 , ME 626 , ME 699 ,,,,,
1701f2edec5a02394f71ba6ea2f962ec, CL 602 , CL 604 , MA 602 , CL 699 , HS 514 ,,,,
a74f6f390e7981008daaa33a08bc4457, BE 799 ,,,,,,,,
168e594995ca02beb630d4592cf5b4bb, IN 302 , ES 632 , HS 508 , BE 608 , BE 402 ,,,,
cf8919acffb0948574120515e1141312, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
b4798592500ded678702c7d94e2eb7ab, CH 799 ,,,,,,,,
f21036065531f46dfaf653c9b6eb9410, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
a9276aa33ab51349681596e23683b67b, BE 799 , BE 798 ,,,,,,,
677a8075f950911291cd142eca22f80e, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 , HS 104(R) ,,
97f8159734721e0acfb90dd825e8f2af, EE 333 , EE 341 , ES 332 , HS 635 , CH 517 , MS 204 ,,,
2efb27638349f88c3e902d67243d4dfe, ES 333 , HS 423 , EE 333 , EE 341 , EE 609 , ES 332 , EE 399 ,,
a7f37ed28ddd32fcfefbfa2f2b61e662, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
71ffe3123ed61bf3473790e7954c634c, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
f124cc4a77be6141df2f2f8b3963a11a, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , HS 399 ,,,
181789cbd9030ada7365a182eb70d23e, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
07bbf7ffed2666733b50ad77c98f30d0, CL 699 ,,,,,,,,
a5607be35c5a267c445a7950dd8f85f5, IN 700 ,,,,,,,,
59cd2632eafdb16fed5c767b22684bec, BE 691 , BE 699 ,,,,,,,
55fe468c19fe9f2acf772099c21f9e9d, CH 301 , CL 324 , CL 604 , CH 517 , CH 521 , BE 402 ,,,
2628b52d64f5425e9b0a8e3b8f80a5e1, EE 333 , EE 341 , IN 302 , CH 508 ,,,,,
d66b4d059aa80e8ed6f495ad03c26227, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
ae0274a3dfa90489c734b857947385c1, CL 321 , CL 352 , CL 422 , CL 424  , MS 406 , MS 204 , MS 304 , HS 423 ,
504459c88597536d222a7bacd9106bd0, CH 499 , HS 599(A) , HS 599(B) , HS 599(C) , MA 632 ,,,,
4ef960ab834d7b5ca8a18760a58cff95, HS 151 , CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,
c9a7b273dc8255979955bb62446249b6, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,
faa77a7213afc32a055eb0c420d634a3, ME 799 , HS 223 ,,,,,,,
d7f9cc521bd0c912cbf7f203a685e9fb, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
4eb141f2aceeae89a92d05968644aa59, MA 602 , EE 699 , EE 651 , ES 215 ,,,,,
082a77c2be3e1b428a7d95e03c01122f, EH 602 , HS 644 , EH 608 , MA 632 , IN 791 , FP 602 ,,,
677f10fc54fd51f07e60147aa6b45056, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,
5f142d83e08cd1bd6a484612b7a4dd9a, HS 631 , CL 699 ,,,,,,,
230bf241897e06b2b11a2ec39ec9a3db, ES 622 , MA 602 , CE 602 , CE 629 ,,,,,
420a6bd61379c0a5ee5ab94919aea3d6, ES 608 , CS 799 , IN 791 ,,,,,,
8dfda188d0b589a36237033c672dc082, HS 151 , ME 699 ,,,,,,,
9795328eb4835a2488f10c0d17ab38cf, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
198f962140b849fdb9a43e76ee1b00d6, EE 799 ,,,,,,,,
6607fcac80ee7e9c69d7c4a5bcc49194, EH 799 ,,,,,,,,
a23edbc0a1fb49f9347b4f04a3aaa277, MA 510 , MA 602 , MA 599 , MA 623 , Ma 624 , FP 602 ,,,
051fe5d66343cd8e62c54374394abd6d, ES 404 , HS 631 , HS 644 , MSE 352 , MSE 309 , HS 517 ,,,
928b1073de24405b5a4b6a117402f300, PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 , PH 615 , PH 614 ,,,
1f4d7cde54506ebe1d25250f65734438, CE 605 , CH 301 , HS 642 , CE 499 , BE 402 ,,,,
79f3a4822bedb88104cd0dd61e4de916, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,
faebdf1a5f85f7f4e8765c11b03e0941, ES 615 , MA 602 , EE 651 ,,,,,,
93958d565d076f9aa974d1db9d1d9d8b, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , MS 406 ,,,
48b76de651f70ef6062519c0e0cd67fa, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
1abd959b689f9e3c9ce5d9a39e860f66, CH 512 , CH 622 , HS 111 , CH 508 , CH 519 , CH 521 ,,,
b43f773505cc5e8cb5d8e3767276a12c, CH 301 , MS 304 , EE 499 , HS 642 , EE 651 , BE 402 ,,,
f14d61f855c155b47347991fa3db0790, CG 501 , CG 599C , CG 599D , CG 603 , HS 223 , FP 602 ,,,
60bbda59f1ea6f74da4b3f6325dca69e, HS 631 , HS 644 , MA 632 , IN 791 ,,,,,
7f952cc443d46cc0d59c71345b5a3bd3, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , ME 626 , HS 642 , HS 515 ,
e36c7507f9981e89543d139ca7ec01c9, CS 699 ,,,,,,,,
a50b064929d613e135e024af9c3057e9, HS 635 , HS 508 ,,,,,,,
2bf85735fd0f7ed2737a332c9317b589, HS 111 , PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,
2abd8046f0776bad9080e2cd1a297ec5, ES 202 , ES 212 , ES 221 , HS 201 , MA 202 ,,,,
9005f2b79f67427042486cef2216e6fc, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 , CH 508 ,,
2235f378871df357d8eb66f544769fd8, EE 609 , ES 608 , EE 651 , ES 641 , MA 632 ,,,,
267123e9a1fc55bf514aa1e6757b0828, CE 699 ,,,,,,,,
9885022d9a5132febb5d6f071ad1711c, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
7cbfb73d6e7a611941af4d78e662b638, CE 304 , ES 212 , MA 102 , PH 101 ,,,,,
c579f7fc29d7cc1b05a68446e2198f40, ES 104 , ES 212 , PH 101 , MSE 307 , EH 608 , MSE 302(N) ,,,
f9a4de382549c43213ab181219039882, CH 301 , MS 499 , ES 632 , BE 402 , HS 421 ,,,,
1582f44f4ea1d5d4de6548bd8419d399, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
f6c8d7baead810b52db2aa9ac63f47f5, EE 699 ,,,,,,,,
10a57cd9e374b8c24d6ef67b439b92a0, EE 609 , ES 615 , MA 602 , EE 699 , ES 634 ,,,,
7a12671db470169fab8d5c43ebca1d96, CH 629 , CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,
11d7c543302487c13c813355e68368ab, CE 605 , MA 602 , HS 642 , CE 631 , ES 652 ,,,,
71ea2ab2e5a286cfec28878171288e9a, ES 221 , CL 251 , ES 202 , ES 212 , MA 202 ,,,,
f625930d5e1bd5cba97e07ad5c31f82a, MA 602 , ES 637 , EE 651 , ES 215 , ES 654 ,,,,
608044a365b963fd2c6e71cc36150914, CH 301 , ES 221 , MA 202 , MSE 309 , BE 402 ,,,,
83e620dfa924f0b8a02b9c29a6281807, EE 331 , ES 202 , HS 201 , MA 202 , ES 216 , Systems and Networks,,,
e2f7391110e816ca455ccf6638dcd333, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,
23421321894aca27ed6c9db81e307632, ES 615 , EE 699 ,,,,,,,
cbc573f09f7677e2616d9c7b2448c5fe, CH 301 , ES 615 , CH 517 , MS 204 , HS 514 , BE 402 , HS 421 , ES 654 ,
3a0b0e7a65e3db46720392ca448d5956, MA 602 , MA 599 , MA 625 , FP 602 ,,,,,
8d18399dd3555c758573db6484d72f2c, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
01653c5a2ddaa4a6c0e8e77d7801570d, ES 106 , HS 599(A) , HS 599(B) , HS 599(C) ,,,,,
23b3f2b7d4c72bac5680cbb62325a09d, CH 499 , HS 599(A) , HS 599(B) , HS 599(C) , HS 223 ,,,,
cebcd2acce956f6587805f65545209fd, ME 699 ,,,,,,,,
3a6ad528268b3987257c2c12c96f26b4, MA 602 , ME 626 , ME 699 ,,,,,,
390d6e5e9fcc11fb2e24dce28144f7e2, HS 635 , HS 508 , HS 642 ,,,,,,
3b30fa9dd5c27f55a4c0f7878d0aa6d9, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,
4d3c59f0e93ee62d64c8eedd6fe78b6d, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , MS 406 ,,,
7f12ab7d9bc32e760eeef34445dfc0a3, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
88132a930c6d0c828306a641d7315b0a, HS 644 , HS 599(A) , HS 513 , MA 632 , FP 602 ,,,,
1f6abdb4778fea1317baf3814ec6d5b3, CL 321 , CL 352 , CL 422 , CL 424  , CL 602 , HS 635 , CH 517 ,,
f580077db8ceb65835ae75280669eed3, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
21984304da455a1f12ddc97933d9f9f6, MA 202 , ES 214 ,,,,,,,
c22849e7f73e412ae79c62df3a0b61dc, ES 301 , ES 615 , MA 501 , MS 204 , CS 699 , MA 632 ,,,
