Name,Course_1,Course_2,Course_3,Course_4,Course_5,Course_6,Course_7,Course_8,Course_9
862d646f0b8e573908ab05c5464e6dbf, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
3b3a957e456c407d9f29a2df89ba3124, IN 700 ,,,,,,,,
6da0cec84e79ef14c6c668602da17132, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
caa7bac81c1904bc6a7b7450bd0dd5e8, IN 791, HSS 799 ,,,,,,,
7bec14e962d043e15d33ef72ff30ef23, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
5bffcc0512440c2897be3903dddb3522, CE 605 , MA 602 , CE 631 , ES 652 ,,,,,
f06daeabb151837bf819457d7dcdb686, ES 105 , PH 101 , CH 491 , HS 491 ,,,,,
7445d7c5ca9dc276707db5865aedd9ca, CH 301 , HS 635 , CH 517 , MS 204 , HS 514 , BE 402 ,,,
ce75e4b3a06c53e0834af5ae84fa76a7, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,
bce270980b3f6a191ef9c15c7a789830, ES 221 , CL 251 , ES 202 , ES 212 , MA 202 ,,,,
404471c29612b2728c024d18d94f0a31, CH 517 , CH 599 (B) , CH 599 (C) , CH 632 , FP 602 ,,,,
b4b85341333e86cca171f22d0c4693c1, CH 301 , HS 111 , IN 302 , MS 406 , BE 402 ,,,,
135f09f97d9bc01d763b8572ea9db135, CL 251 , ES 105 , ES 202 , ES 212 , ES 221 , HS 201 , MA 202 ,,
d6fd4c6db5e6395f58237619d95bae97, CE 305 , HS 103 , HS 151 , HS 421 , HS 422 , Politics and Economics,,,
c1f3f3791316e02fc4c3369ad83886ef, CE 798 , CE 799 ,,,,,,,
bb613ea0692d8a9d361e23d3809826c9, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
6b4f65e4cbcc1b28c3b71240cd62ebc8, HS 644 , HS 599(A) , HS 513 , FP 602 , HS 421 ,,,,
4de9d5109d4f5d0450591f36c1c4018e, MA 602 , CL 699 ,,,,,,,
5d84838ea9ac4b93e5224066078813a5, EE 333 , EE 341 , ES 332 , HS 631 , HS 635 , MS 204 , ES 215 ,,
c8b3945155717db14e819747f752b90c, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
a66187a8d15cdf1d61ee8eee76bbf0b4, ES 615 , ES 616 , MA 602 , MA 632 ,,,,,
409508d047581cf49a6d765472350d89, CE 605 , MA 602 , CE 631 , ES 652 ,,,,,
51185117bbbca35199239931a291e91d, BE 699 ,,,,,,,,
147aca94c58fcee9488af94fe045d9b1, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,
8e3828fcd9c5f23164df6c4bcc18f5b4, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,
b3e5509b46570d9d08da7d8d61a74fdd, PH 504 , PH 505 , PH 506 , PH 507 , PH 499 , FP 602 ,,,
a2f32777860ae751fc805e13cd0a8847, ES 301 , ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , MS 204 ,,
67139318f0c9eff9bddb7c768e24d99d, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,
69f4f80c046be7f2f13dd41cfc8d055f, HS 631 , HS 644 , FP 602 ,,,,,,
8fedac38740839e09ee786579ce404f3, CL 799 ,,,,,,,,
a15abe4d8eb2076d06a3cf57c20b0605, CL 321 , CL 352 , CL 422 , CL 424  , CL 602 , CL 499 , CH 517 , HS 423 ,
21846cdfbe609434532c2fcb70fddaa9, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , HS 103 , HS 111 , CE 309 , HS 104(R) 
4bd547655d069ee2cde2cf3de9c2963b, CE 699 ,,,,,,,,
9dc5df0fc46a299fc2a7a8decc2596c6, PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 , PH 614 ,,,
ae3dadc24c74208f68fbda19a882edd5, CE 605 , CE 799 ,,,,,,,
09cbd623cf388fb92305b92eb66cd73b, CE 304 , CE 305 , CH 301 , MA 202 , HS 642 , HS 514 ,,,
db578b3e7ac7a239c5311f84b929b946, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
7ffd6d70727f1e70c119b900a9457a35, ES 622 , MA 602 , CE 602 , CE 629 ,,,,,
e90dea7b9f18f7a3a762d609e681a17e, CH 301 , ES 615 , MA 501 , MS 406 , ES 214 , BE 402 , CS 327 ,,
6a68d56e052a136cbccd51e03cce4d6e, CL 699 ,,,,,,,,
4d9ba78de39c96a8f9a1d68b93f48fd8, PH 799 ,,,,,,,,
168c0e04657336db9d141f92109b0bbd, HS 599(A) , HS 599(B) , HS 599(C) , MA 632 ,,,,,
fac98443b60da7f9514d8a0759279b37, MA 602 , CE 798 , CE 602 , CE 629 , FP 602 ,,,,
4f4c8216cf5a47d563220b487099c6fe, CE 799 , IN 791 ,,,,,,,
048756f3ac875366eb3d581b356d9526, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
e469aa7d72abfa63155b2be6245a1881, CE 304 , CE 305 , CE 306 , CE 307 , HS 635 , CE 403 , CE 309 ,,
96511e1b8e7a00a225811e94788c94b1, CE 304 , CH 301 , CE 403 , HS 642 ,,,,,
d690df284c01bfde503f2b24d8a51c41, IN 791, CE 799 , IN 791,,,,,,
703040f31a295b1d35dd397cc8d038c6, EE 699 ,,,,,,,,
6a64e61782ed9c516e4b7da2c28d5a3f, MSE 699 ,,,,,,,,
8b7e8306b7a89ceddddb3088fb6cfb03, ES 622 , MA 602 , CE 602 , CE 629 ,,,,,
c464e9b7adcacfb7763c80162a5bff4c, CE 622 , ES 622 , CE 626 , CE 798 , FP 602 ,,,,
60e126bb3fbc577e2ec9b831c51b6f5b, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , MS 406 ,,,
2d663f4e91a6dc35757258c4427d5a13, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
5d8190e49c5b8c2581afc847f57dd401, CH 512 , CH 622 , HS 112 , CH 508 , CH 519 , CH 521 ,,,
3fc4f61ae5f8bbe1ed65728ae7ad7df0, CH 622 , CH 799 , CH 517 ,,,,,,
340153fccbe311acf664dd459f2d15ce, HS 103 , MA 510 , MA 622 ,,,,,,
f06d56f9dbcda5a76c1cd2e9316dba45, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
dbe8de397e134488f11a345c567e4ffc, BE 699 ,,,,,,,,
78a79233166838d50f3e9a29dd59a354, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
dcc52433b4e2f7f445f60971f444fae2, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 ,,,,
39fb390ba72edf6558c4a18701fa7df6, ES 202 , ES 212 , ES 221 , HS 201 , MA 202 , ME 399 , MS 204 ,,
032fba4e11b31e46b1bf691c7e370016, ES 615 , ES 616 , MA 602 , EE 651 , ES 641 ,,,,
f073e5fe922199c5de091392d2252846, CH 512 , CH 622 , CH 508 , CH 519 , CH 521 , FP 602 ,,,
e812f26639715218e1150273a2250508, CE 699 ,,,,,,,,
eaff49968b65c1413440cee7c2c93d77, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
62e0d9eaa2eea8a3088751ae816227aa, CE 605 , CE 799 , ES 652 ,,,,,,
2d2fcb3aaf9402a7bf700dc12859a922, EE 333 , EE 341 , EE 611 , ES 332 , IN 302 ,,,,
b485c45af3e22e544229c53b8231c06a, CH 301 , EE 331 , ES 202 , HS 103 , HS 201 , MA 202 , MS 204 , ES 216 , Systems and Networks
5241b8e4e7722e6f8797f8c950db54f0, EE 799 , EE 798 ,,,,,,,
fb79f92d1b7b53cd8dd1ad0c94966f99, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
c65626d5bfd72f5643bb214770ebac5c, ES 615 , HS 201 , CS 699 , MA 632 ,,,,,
657ecfe7208983f2fd1fe725f7237d23, ES 615 , BE 699 , MA 632 , HS 421 ,,,,,
46a38d4fb23eabe04cb305c66bdb94e9, CH 622 , CH 799 , HS 104(R) ,,,,,,
e17469ed65c7b9942c77ba254b088efd, ME 699 ,,,,,,,,
0438e6ba79716232b2c15a323a14470b, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , ME 399 , CH 517 , MS 204 ,
b940b4020a70b4a5781dc0ac135cc791, BE 699 ,,,,,,,,
5c561ba863ccf928f83903ce88dff90b, CH 301 , HS 642 , HS 104(R) , HS 223 ,,,,,
818bbd6ea00d04c1858faf25b43723ae, ES 104 , ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , CH 517 ,,
a6636811abe4f264efd9c7387da2d0b3, CH 799 , CH 517 , CH 632 , FP 602 ,,,,,
0bd02ebb4c760cde3ecf8f702b82aa01, MSE 699 ,,,,,,,,
433437847c699213ed77855e1f632e7d, EE 331 , ES 202 , HS 201 , HS 635 , MA 202 , MS 204 , ES 216 , Systems and Networks,
6f0fe560003af52583bb7679df44241a, CH 301 , ME 399 , CH 508 , HS 514 , BE 402 ,,,,
2d3e13dfcb345029817c441aeafd218f, EE 331 , EE 341 , ES 615 , IN 302 , HS 223 ,,,,
386528f03198d8feb6805d15b870e244, MA 502 , MA 510 , MA 602 , MA 623 , MA 625 , FP 602 ,,,
7e3c91d6eb8aec620d55b55ac82b8418, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 ,,,,
250727795a0add4f284d3dcea292084f, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
a230135016e8e7c036557fdbc7a8eb31, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 , MS 304 ,,,
bec3d57a691d8fa02835b361e34e34fc, ES 221 , ES 212 , HS 201 , MA 202 , MSE 309 , MSE 201 (N) ,,,
4b531c615898fa2f25615c07b8c4d875, CH 301 , HS 305 , CH 517 , BE 402 ,,,,,
6698400645e50d403b2b20415c6350fe, PH 507 , PH 607 , PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 ,,,
f49b1ea062bab33453cfb8848fb0b1d0, HS 103 , HS 642 ,,,,,,,
5f494427ba4c70ed538e1ce6dc3176da, CH 301 , CL 321 , CL 422 , BE 402 ,,,,,
7c48582b6fae3f9267a65bf85676f327, CH 301 , ES 622 , HS 305 , HS 507 , Anti, and Posthumanism, MS 204 , BE 402 ,
b147015766a57ef8474543db4f39b5d1, HS 631 , EH 608 , HS 517 , IN 791 , FP 602 ,,,,
207ebb170d03b3e2cddf440dbafe9bc5, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,
81af0e1a16b50f4b70862ed69bf526c4, PH 506 , EE 799 ,,,,,,,
50242ed10c1fb80b6cd1646500342fc7, CH 301 , HS 635 , ME 499 , ES 632 , BE 402 ,,,,
4850348936fbf055917a96891a39e797, HS 508 , HS 514 ,,,,,,,
330c3f85f35fbf533136ce5d61361a5c, CG 599B , CG 599C , CG 599A , CG 599D , FP 602 ,,,,
6fc24609b2870eb7a78636119d8c9955, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
b32bf481403c5a908f770701e9c22713, ES 622 , MA 602 , CE 602 , CE 629 ,,,,,
f0b403d0fd68d0ef9f216a8acda16f1e, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,
52a7ca121ed39b57e877d85368c0a280, CH 799 ,,,,,,,,
2b1d12c08bff8d63f4ec621709256889, MA 605 , MA 629 , FP 602 ,,,,,,
3afc33251c6fa246e01634382c40ec82, ES 221 , CE 202 , ES 202 , ES 212 , MA 202 ,,,,
d131b3af9efd2195c0564692a1822f11, CS 699 ,,,,,,,,
d4784db68e436cfb855eac2c0e779ae5, EE 331 , ES 202 , MA 202 , MS 204 , ES 216 , Systems and Networks,,,
ea5bb278880c6c9136b352dcf7c1a77c, CH 301 , ES 301 , ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , ES 215 ,
dca8f4183bc75cb12a0c37e34420d670, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
f98acb8b47986e8e9006c22d1f6c6ded, EE 331 , ES 202 , ES 301 , HS 201 , MA 202 , ES 214 , ES 216 , Systems and Networks,
6b5ab999a0efa5a8155ced5bb16d430a, CE 304 , CE 305 , CE 306 , CE 307 , CH 301 , HS 112 , CE 309 , BE 402 ,
09020cb0899c924d0d349ddd26e55319, CH 799 ,,,,,,,,
85507a01fc683574f58e40940494cf06, HS 406 , MS 204 , HS 644 , HS 599(A) , HS 513 , FP 602 , EH 302 , EH 301 ,
12c16ca0de4b0932e38f4a469bb42d06, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
c45d8de80a6a8d6e9a160d6d3b33a89b, CH 301 , CH 502 , IN 302 , MS 304 , MS 406 , ES 632 , BE 402 ,,
64e201da0921281561de925227d4557a, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 , ES 214 ,,
6e92baf6ae7dce486a3058f3a639526a, EE 333 , EE 341 , ES 104 , IN 302 , HS 223 ,,,,
d15e484e2530f030b9702313cb17ce58, IN 791, IN 791, MA 622 , MA 629 ,,,,,
5146f9c3d51bd0663eb70fe3fc689fe2, CH 301 , EE 331 , EE 341 , HS 104(R) , ES 216 , Systems and Networks, BE 402 ,,
ab4cf33714e948fd1e42a67ea7217374, CE 605 , MA 602 , CE 631 , FP 602 ,,,,,
4b7bbbf4ea01198474233edc42c766f3, HS 423 , CH 301 , MA 501 , MS 304 , MS 204 , HS 513 , MA 632 , BE 402 , HS 422 
f201613a2fa88a86cd1d0edde1711d33, MA 602 , MA 599 , MA 623 , FP 602 ,,,,,
6293c07ec70cddabbe1972545728523b, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , CE 403 , CE 309 , CH 517 , CE 631 
db3866cb5701e8bdac4c6fa207954359, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
c6da463b2d0cd47508335e8e9b7cf65e, CL 602 , CL 604 , MA 602 , CL 699 ,,,,,
23564796c4ab4c21622563465f8c1401, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,
f2ea69b56cdcae0a282bfd891fbd7ec0, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
5027ccd50f2d447ceae5842580493bee, CE 304 , CE 305 , CE 306 , CE 307 , HS 111 , CE 403 , CE 309 , CH 517 , HS 104(R) 
ea07190b6d7b720671f2714eabf36fcc, HS 599(A) , HS 599(B) , HS 599(C) , HS 599(D) ,,,,,
7638366a15dfcd1665c8564f415082e0, EE 609 , ES 615 , MA 602 , HS 421 ,,,,,
70c74766040706f3a6ac6b7831156879, CH 799 ,,,,,,,,
480dca87c62afdbe9237c63fdd671d6f, CL 799 ,,,,,,,,
403a3132962dea9ee9f8d56ded97e537, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
3c8f1acb72bad1d23d23ef5dc909ce09, CH 301 , ES 301 , EH 608 , ES 215 , ES 214 , BE 402 ,,,
c0a04593d2bd06af0b2f3356827c5415, PH 599(A) , PH 599 (B) , PH 599 (C) , FP 602 , PH 615 , PH 614 ,,,
1d4f5e00100a6e9b231cff1c7b0dcae9, CH 301 , ES 104 , ME 322 , ME 332 , ME 352 , ME 391 , EH 608 , BE 402 ,
83b56332e985f4b9e034cc3138b282f8, CS 699 ,,,,,,,,
c54c5792d9130a3c554d1f834214fda3, CL 799 ,,,,,,,,
393ceb290a5f68ed08263434342690de, IN 792 , HS 644 , MA 632 , IN 791 ,,,,,
c0c91a52257826bc4663fedcebfdd08e, CE 304 , CE 305 , CE 306 , CE 307 , CH 301 , HS 112 , CE 309 , BE 402 ,
f1f7990d837b926680dae0db3eae1bee, PH 599(A) , PH 599 (B) , PH 599 (C) , ES 643 , FP 602 ,,,,
fda2d953bf528548e7fa8fd87de81f12, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
064d215abc8ec5628028e3a05132a26e, ES 221 , ES 212 , HS 201 , MA 202 , MS 204 , MSE 309 , MSE 201 (N) ,,
f481bdae9b896ee3b7b20a815f49e248, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
cd2c00f1ad55a51215b8c72a5a7a2d58, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
9622bab627b942682e294259178e9be4, BE 799 ,,,,,,,,
6947a701a9cfb094bc911683504b9959, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
94cafd68621550203d80121372e54a23, CG 799 ,,,,,,,,
aed589522d9535a49ed3ecae7331fbcd, HS 507 , Anti, and Posthumanism, HS 513 , ES 648 ,,,,
affc4e22bc7136971364658edda3e4e9, MA 602 , CL 699 ,,,,,,,
af40a26411fe6de026d522db3453b436, MA 602 , ME 605 , ME 628 , ME 699 ,,,,,
e74f5c14b3470f0bfb5af3c8d7698e21, HS 201 , BE 608 , BE 605 , BE 611 , BE 699 ,,,,
d83398904a78e68250b7d3c089f0305b, CL 602 , CL 604 , MA 602 , HS 642 , BE 699 ,,,,
99b81615e1d9f9fe73e3e0cab1e2d4c9, ME 799 , ME 640 , ES 648 ,,,,,,
0b4842e57f6eba6e891f0cbc9a8be9d1, CE 402 , ES 212 , HS 151 , BE 402 ,,,,,
9c980323c4a0ad3e327e26e43275b593, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
d26a8c282073389c6867d768d4d168c0, EE 331 , ES 202 , HS 201 , MA 202 , HS 104(R) , ES 216 , Systems and Networks,,
d4b3024917943ba9f653c866f4eb28c6, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
65e8e83e5cb2ed9cd5fbd3c44546ea05, BE 699 ,,,,,,,,
544ea7afbc2483a80f2315f0ba15e1a1, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
b9442caa7406353ef2f3847b8ff20ddd, EE 799 , IN 791 ,,,,,,,
67a1e7a05c9462db8e85efa9ac039ed7, EE 609 , ES 616 , HS 111 , ES 641 , HS 515 , HS 421 ,,,
997daa03c87864b6178539fa9190bfe9, EE 331 , EE 333 , EE 341 , ES 216 , Systems and Networks,,,,
bc9c922c7c72485f7d8786493c9193b8, CL 602 , CL 604 , MA 602 , CL 699 , HS 642 ,,,,
ec383ae474668688580c93af7efbf519, HS 599(C) , HS 599(D) , HS 517 ,,,,,,
7678335288e5966a442b2c705961ab27, CL 321 , CL 352 , CL 422 , CL 424  , CH 517 , HS 422 , Politics and Economics,,
803aca77ab0d6c4a1b84689bd2395849, HS 103 , PH 399 ,,,,,,,
68bcac8b954797eec312f012d144101f, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
7ea88c0cc6ca3868791c7d5d31b73db2, BE 799 ,,,,,,,,
545baeacdbba0fa6b921df91ce62c6b7, EE 331 , ES 202 , HS 201 , MA 202 , EE 399 , MS 204 , ES 216 , Systems and Networks,
34165bc57831edcb88253373bb55a050, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
285f59de5516f7c89e8fd97686f01b6c, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
14960c3c3a71bbc1422a9a06dc9d456c, IN 791, CH 799 , CH 519 , BE 608 , IN 791 ,,,,
4bb6d49e7484bb25fcc1d05580a17a95, ES 221 , CL 251 , ES 202 , ES 212 , HS 201 , MA 202 , MS 204 ,,
fe6a1605d993588935e7b413299508d4, EE 611 , ES 615 , ES 616 , HS 112 ,,,,,
2c5110b1193c471fb4384ff658780274, CE 622 , ES 622 , MA 602 , CE 626 ,,,,,
fdc3bb6cbdceda72928473ed7aed1fa2, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
c35d38fe0650b519caa1e9b673e1ee47, CL 251 , ES 202 , ES 212 , ES 221 , HS 201 , MA 202 , MS 304 ,,
a3a6668157221ffb7e1205e5053c239f, CH 799 ,,,,,,,,
f686563c7f91528d24af8141b160681f, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
00b07c77faaf60dbdb173e5828a15292, CH 629 , CH 798 , CH 799 , IN 791 ,,,,,
179585f719fc20363e1637d32c09f757, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
8a159bf46cf47a5d28295bbe9f5ee082, CS 799 ,,,,,,,,
616c165e94b923d1371d90b1cf711b7d, ME 399 , CH 517 , MS 204 , BE 402 ,,,,,
92b8c3cdc98ae72abcba8a21c46e3442, MSE 799 , MSE 798 ,,,,,,,
9d8888325c305f604c5a0be7b5a92c6a, HS 423 , CH 301 , HS 635 , MA 501 , MS 406 , BE 402 , HS 421 ,,
24bb9b22568aa580b4303dc3440a8634, EE 799 , EE 798 ,,,,,,,
c852e004ff8f93baab4f3df1d8321f0f, HS 631 , EE 699 , ES 634 , MA 632 ,,,,,
7b2dcaebaa88255431ab8d83dbd13e78, CL 602 , CL 604 , MA 602 , CL 699 ,,,,,
77a122f7b348f525c61f87384cc1d5fc, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , HS 642 ,,,
ef86d338fe25989b715eef62907ea97a, BE 799 , BE 402 ,,,,,,,
ed6474a48e033af54ab7381b256fbe40, HSS 799 ,,,,,,,,
a1d086f9cbe2de9de0d4f7d00c06e3cb, CE 799 ,,,,,,,,
ad4b898d8905f3e19b97f3d94a851fee, MA 602 , MA 599 , FP 602 ,,,,,,
586b79e2215e3176d52999f8306d83a5, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
7662624dd4a5044a2a399aa64191a250, ME 699 ,,,,,,,,
85f6cebf102d323bbfc4a4de6ab85ff3, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 ,,,,
4182cb748a742a2204c733eddd043604, HS 103 , HS 104(R) ,,,,,,,
1c8387e588207fe8902c4ce9f1b055a0, ME 799 ,,,,,,,,
0e343fd5506ed625a3c27450b86c5252, ES 301 , ES 615 , IN 302 , MS 204 , HS 514 , ES 214 ,,,
3bf3b24f203feaea7c8963244b9252e6, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
f5db3281a3298b9ceec815e313006cc2, HS 648 , CG 501 , CG 506 , CG 507 , IN 792 , FP 602 , HS 421 ,,
90ab871937599e4c392eab132aa309df, HS 644 , HS 599(A) , CG 604 , Embodiment, And Consciousness, HS 513 , HS 517 , FP 602 ,
086bd40d5dce7d4b16bd4ed5f6be127b, HS 507 , Anti, and Posthumanism, HS 422 , Politics and Economics,,,,
42eb47fc44db1189f01f493a917c9362, MSE 799 , MSE 798 ,,,,,,,
1c1bd5b8d2fd9899f288f67a1e4eab92, ES 332 , ME 322 , ME 332 , ME 352 , ME 391 , CH 517 ,,,
939ce34f1a39889d36d8e16efb25f085, CH 629 , BE 799 , BE 601 , BE 611 , FP 602 ,,,,
ff1696224da5a736241cee99ad42cefa, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,
d3536a71a099370ae74125c0077b0562, MA 501 , MA 502 , MA 510 , MA 622 , Ma 624 , FP 602 ,,,
f4d9c373540ae039ba8032640613fe5e, MSE 699 ,,,,,,,,
50ba5d54792ba40625b0143d3ac15167, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
59271b934e208bf779811dc16ae1b4b3, PH 504 , PH 505 , PH 506 , PH 507 , PH 599 ,,,,
4e647bbbafb375875549d8da981aaf17, HS 631 , CS 399 , MS 204 , HS 515 , HS 223 ,,,,
6455f70230c41cc4ff40543f1a72e0ae, HS 644 , HS 599(A) , HS 513 , FP 602 , MS 304 ,,,,
f03dcf2554ea9b7928275adf3429ee10, CE 402 , CE 605 , CE 631 ,,,,,,
edbefffa6a2f4233749fbeeab8007d4a, CL 321 , CL 352 , CL 422 , CL 424  , CL 604 , CH 517 , BE 402 ,,
9f71aa38cf8cc20d7d36101854061b10, CE 304 , CE 305 , CE 306 , CE 307 , CE 402 , CE 403 , CE 309 , EH 608 ,
daa238a0c98e31670b54bca8e7a9a3a6, CE 613 , CE 622 , ES 622 , MA 602 ,,,,,
9eaf073da9e031b2a23e04be8aca2092, CH 629 , HS 201 , BE 611 , BE 699 , EH 608 ,,,,
295e543ba55a94d96c29eef89d01329c, ES 221 , ES 202 , ES 212 , HS 201 , MA 202 , ME 399 ,,,
85a61909e95ff5239bd9bb53e4978a1d, EE 699 ,,,,,,,,
de13765ea893ae67b486f4e3949286c5, ES 632 , MA 799 , ME 640 , Ma 624 ,,,,,
6ac846f6dbb7f6d763e6143cbc63d278, EE 331 , ES 202 , HS 201 , MA 202 , HS 514 , ES 214 , ES 216 , Systems and Networks,
a61c8ee562b162aee35bf64efc2239dc, CS 499 , CS 327 , ES 654 , HS 422 , Politics and Economics,,,,
d0b382e9ef235400c618c11221e6e1ac, HS 631 , HS 515 ,,,,,,,
6e2edccea0fdb1f9acdfe6c4d9c2c2a1, CL 799 ,,,,,,,,
251e625c902ac74146f35579e925f4a7, BE 799 ,,,,,,,,
8602d482e19a7b44784200bfd96e1bd3, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
bd2c3927b208b8624cc05ad78845da4d, CL 321 , CL 352 , CL 422 , CL 424  , CL 399 , MS 304 , HS 422 , Politics and Economics,
905c45fe17f2ab027a0bc9b2c0053a1e, ES 221 , CE 202 , ES 202 , ES 212 , HS 201 , MA 202 ,,,
2a3c1e26a7227a4bf2d9cd2511e2f4fe, ES 202 , ES 301 , HS 201 , MA 202 , ES 215 , ES 214 ,,,
fc8278ef75885d005d108b7c507b691b, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
8a092950ea88e92f5f10d5726b579ac3, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
82e71adba7d3061811e7c994a11e435c, CH 301 , HS 103 , CH 517 , MSE 352 , MSE 307 , HS 513 , MSE 302(N) , BE 402 ,
bc78c118efeb4c33c9102a31e537b31c, ME 605 , ME 628 , ME 799 ,,,,,,
93a64a3a1a83e78bc2f29f2a7a9e910d, ES 104 , ES 105 , ES 106 , FP 101 , HS 151 , MA 102 , PH 101 , PE 102 , CH 202 
6af3654d0ce4fa20ce09c53652e144a8, EE 699 , ES 608 , EE 651 , ES 641 , MA 623 ,,,,
e7f6368720bbdb76a827996343daa893, CE 304 , CE 305 , CE 306 , CE 307 , CH 301 , CE 403 , CE 309 , CE 631 , BE 402 
2f145af9e6b5da7a4eddde55b9d289c4, CH 799 ,,,,,,,,
9c4a36dd34dbfdb5d6a9ea28744152f1, CG 799 ,,,,,,,,
9c58b48b67b78046f03bfca12cd77dfe, ES 221 , IN 302 ,,,,,,,
84e5b364d13f107eacebe901bcfa0797, EE 333 , EE 341 , ES 332 , HS 112 , HS 508 ,,,,
